month,company_name_short,company_name,gross_written_current,gross_written_yoy_reported_pct,gross_loss_ratio_current,gross_loss_ratio_diff_pp,gross_loss_ratio_ma3,retained_premium_current,retained_loss_ratio_current,retained_loss_ratio_ma3
2025-06,DB,DB손해보험,11393160749,19.1,86.7,7.3,85.73333333333333,10764915908,85.7,84.89999999999999
2025-06,현대,현대해상,9308712237,3,84.2,2.1,84.26666666666667,8634022527,85.7,86.06666666666666
2025-06,메리츠,메리츠화재,6936680387,-2.4,81.3,-2.7,80.53333333333335,6402792770,83,82.63333333333334
2025-06,KB,KB손해보험,8486829918,13.5,86.6,4.5,86.13333333333333,7882975323,85,84.56666666666666
2025-06,한화,한화손해보험,3590789408,7.5,84.2,1.3,84.36666666666666,3330269472,84.7,84.96666666666665
2025-06,롯데,롯데손해보험,2312346349,-21.1,58.1,-28.2,103.43333333333334,2166617549,132.7,129.93333333333334
2025-06,흥국,흥국화재,1687043644,6.1,87.6,0.3,88,1527524262,89.1,89.5
2025-06,서울보증,서울보증보험,1010433771,-0.8,74.5,-4.6,76.43333333333334,1007689965,73.2,75.13333333333333
2025-06,농협,농협손해보험,2721070920,5.1,114,32.7,118.89999999999999,1718270801,89.8,90.46666666666665
2025-06,캐롯,캐롯손해보험,269613322,11.3,86.1,-2.6,87.13333333333333,215635581,89.8,90.63333333333334
2025-07,삼성,삼성화재,16291963175,4.1,88.5,4.8,88.53333333333335,15675790636,88,87.83333333333333
2025-07,DB,DB손해보험,13187972107,18.5,86.6,6.7,86.40000000000002,12438220041,86,85.26666666666667
2025-07,현대,현대해상,10794173023,2.9,84.6,2.1,84.56666666666668,10023016386,86.5,86.10000000000001
2025-07,메리츠,메리츠화재,7998939472,-2.8,74,-9.9,78.5,6775348078,81.8,82.33333333333333
2025-07,KB,KB손해보험,9705185221,11.9,86.7,4.4,86.33333333333333,8990794164,85.3,84.93333333333334
2025-07,한화,한화손해보험,4202561982,7.4,84.9,1.5,84.73333333333333,3913921461,85.6,85.13333333333334
2025-07,롯데,롯데손해보험,2839681831,-17,124.5,36.8,103.56666666666666,2671641240,126.7,129.99999999999997
2025-07,흥국,흥국화재,1976035818,6.5,88.4,0.5,88,1789388658,89.8,89.46666666666665
2025-07,서울보증,서울보증보험,1156589353,-1.7,71.1,-10,74,1162422300,70.2,72.7
2025-07,농협,농협손해보험,3104634207,6.4,101.9,19.6,112.10000000000001,1976817010,90,89.8
2025-07,캐롯,캐롯손해보험,313914547,9.4,86.7,-1.9,86.63333333333333,253214209,90.5,90.33333333333333
2025-08,삼성,삼성화재,18191535166,3.6,88,4.4,88.26666666666667,17556103570,87.6,87.76666666666665
2025-08,DB,DB손해보험,14705899717,16.5,85.9,6.2,86.40000000000002,13870405339,85.5,85.73333333333333
2025-08,현대,현대해상,12221027079,2.4,84.2,1.7,84.33333333333333,11379067839,86.4,86.2
2025-08,메리츠,메리츠화재,9061928116,-2.6,75.1,-8.4,76.8,7769724562,82,82.26666666666667
2025-08,KB,KB손해보험,10951461798,12,86.3,3.7,86.53333333333335,10154026993,85.2,85.16666666666667
2025-08,한화,한화손해보험,4801400647,7.4,84.7,1.4,84.60000000000001,4475156374,85.6,85.3
2025-08,롯데,롯데손해보험,3165146484,-16.7,123.7,33,102.10000000000001,2974287490,126,128.46666666666667
2025-08,흥국,흥국화재,2264472731,6.8,88.3,0.4,88.10000000000001,2053155633,89.8,89.56666666666666
2025-08,서울보증,서울보증보험,1302901933,-1.2,71.5,-11.2,72.36666666666666,1324990885,70.6,71.33333333333333
2025-08,농협,농협손해보험,3470414595,8.5,93.9,10,103.26666666666667,2274150616,88.6,89.46666666666665
2025-08,캐롯,캐롯손해보험,360259880,7.8,87,-2.4,86.60000000000001,292582422,90.8,90.36666666666667
2025-09,삼성,삼성화재,20274791018,3.5,87.9,4.6,88.13333333333333,19477638677,87.8,87.8
2025-09,DB,DB손해보험,16245684374,15.1,86.4,7,86.3,15324313968,86,85.83333333333333
2025-09,현대,현대해상,13709073613,2.5,84.7,2.6,84.5,12467663837,86.6,86.5
2025-09,메리츠,메리츠화재,10118011234,-2.1,76.1,-6.6,75.06666666666666,8754249621,82.3,82.03333333333335
2025-09,KB,KB손해보험,12748887441,17.1,87.2,5.3,86.73333333333333,11888153490,86.1,85.53333333333335
2025-09,한화,한화손해보험,5401920336,7.6,85.1,2.5,84.9,5047378980,86.1,85.76666666666665
2025-09,롯데,롯데손해보험,3645039033,-12.4,118.6,27,122.26666666666665,3432196850,120.5,124.39999999999999
2025-09,흥국,흥국화재,2557580643,7.3,88.8,1.6,88.5,2320787467,90.2,89.93333333333334
2025-09,서울보증,서울보증보험,1460709393,1,72.5,-7.4,71.7,1469190536,72,70.93333333333334
2025-09,농협,농협손해보험,3817396184,10.3,95.6,4.8,97.13333333333333,2557333834,89.3,89.3
2025-09,캐롯,캐롯손해보험,406181752,6.8,87.7,-2.2,87.13333333333333,332285471,91.7,91
2025-10,삼성,삼성화재,22229528587,3.4,87.5,4.5,87.8,21353212249,87.5,87.63333333333333
2025-10,DB,DB손해보험,17811229748,14.1,85.5,6.1,85.93333333333334,16775508466,85.3,85.60000000000001
2025-10,현대,현대해상,15189467002,2.3,84.3,2,84.39999999999999,13850363329,86.4,86.46666666666665
2025-10,메리츠,메리츠화재,11197186598,-1,76.1,-6.1,75.76666666666667,9754174323,82,82.10000000000001
2025-10,KB,KB손해보험,14141027405,17.4,86.9,5.2,86.8,13160744595,86.1,85.8
2025-10,한화,한화손해보험,6058038509,8.4,84.6,2,84.8,5655129843,85.9,85.86666666666667
2025-10,롯데,롯데손해보험,4206629832,-7.7,113.8,20.3,118.7,3961036749,115.6,120.7
2025-10,흥국,흥국화재,2853287713,7.6,88.3,0.9,88.46666666666665,2591312531,89.8,89.93333333333334
2025-10,서울보증,서울보증보험,1598973153,0.5,74.8,-4.7,72.93333333333334,1613825072,74.2,72.26666666666667
2025-10,농협,농협손해보험,4185954441,12,99.8,8.7,96.43333333333334,2870259586,90,89.3
2025-11,삼성,삼성화재,24637127844,5.2,87.6,4.3,87.66666666666667,23710392552,87.6,87.63333333333333
2025-11,DB,DB손해보험,19957285672,15.9,85.7,6.1,85.86666666666667,18882489094,85.6,85.63333333333333
2025-11,현대,현대해상,16686753011,2.5,84.5,1.9,84.5,15249641927,86.7,86.56666666666666
2025-11,메리츠,메리츠화재,12401931001,-2.5,76.9,-5.8,76.36666666666666,10884372192,82.5,82.26666666666667
2025-11,KB,KB손해보험,15665468261,17.9,87.4,5.4,87.16666666666667,14566229841,86.6,86.26666666666665
2025-11,한화,한화손해보험,6707671623,9.1,88.3,5.6,86,6266100889,86,86
2025-11,롯데,롯데손해보험,4604155001,-9.4,114.2,68.3,115.53333333333332,4334921135,116.4,117.5
2025-11,흥국,흥국화재,3151077953,7.9,89.3,1.8,88.8,2858806523,89.8,89.93333333333334
2025-11,서울보증,서울보증보험,1755805555,1.3,75.3,-5.8,74.2,1777049046,75.3,73.83333333333333
2025-11,농협,농협손해보험,4757117408,13.9,98.5,7.9,97.96666666666665,3206146550,90.7,90
