month,item_name_std,gross_written_current,gross_written_yoy_reported_pct,gross_loss_ratio_current,gross_loss_ratio_diff_pp,gross_loss_ratio_ma3,retained_premium_current,retained_loss_ratio_current,gross_written_current_yoy_calc,gross_written_current_ma3,gross_loss_ratio_current_yoy_calc,gross_loss_ratio_current_ma3,retained_premium_current_yoy_calc,retained_premium_current_ma3,retained_loss_ratio_current_yoy_calc,retained_loss_ratio_current_ma3
2024-01,기술,30485281,-28.6,22.6,-138.4,49,15409445,32.3,-0.28552737179523835,287018831.6666667,-0.8596273291925466,49,-0.1727526029973525,158937116.33333334,-0.7014787430683919,53.666666666666664
2024-01,책임,146004551,5.7,69.1,75.2,53.199999999999996,98871930,63.8,0.056760063635817905,1083163187,-12.14516129032258,53.199999999999996,0.02719082164997141,823965777.3333334,0.3047034764826176,60.56666666666666
2024-01,상해,400858406,17.3,95.7,9.2,94.10000000000001,368568311,92.7,0.17335176585371795,1415738100.6666667,0.1063583815028902,94.10000000000001,0.25616013518399466,1254426703.6666667,0.09316037735849064,93.66666666666667
2024-01,종합,175079291,3.8,38.2,5.9,48.96666666666666,30837602,56.4,0.038276236942902914,1700182755.6666667,0.1826625386996906,48.96666666666666,-0.23823431313800675,678561186.6666666,-0.00353356890459369,66.56666666666668
2024-01,기타특종,184755397,9.1,74.7,15,103.36666666666666,114253922,73.1,0.09133879115954097,1628355389,0.24916387959866232,103.36666666666666,0.07416647237534693,1707215396.6666667,0.13157894736842107,80.43333333333332
2024-01,권원,10774865,42.2,-6.8,-1.3,9.866666666666665,10040068,-1.3,0.4223504414423857,82529882,0.21428571428571433,9.866666666666665,0.453014195302599,76059857.33333333,-0.7346938775510204,11.600000000000001
2024-01,해외원보험,73979716,31.6,61.8,18.6,107.23333333333333,36838524,87.5,0.31572636421810973,667148592,0.4305555555555554,107.23333333333333,0.2788944077268314,322042921.3333333,0.5851449275362318,108.3
2024-02,합계,20368522066,1.7,86.4,2.2,87.26666666666667,19599227625,88.1,0.017126832248379353,50010309091.333336,0.024911032028469855,87.26666666666667,0.011461902930097433,49031476948.333336,0.025611175785797306,88.16666666666667
2024-02,일반보험,2674125181,,66.58190152665856,,,,,0.14563899691244564,5806404118.333333,0.07583183349398126,72.62993794427932,,,,
2024-02,장기보험,11044777703,5.9,83.9,3,84.33333333333333,10758960090,83.9,0.05868636755535969,26947275407,0.037082818294190356,84.33333333333333,0.058760704008941345,26268012560.333332,0.03965303593556385,84.23333333333333
2024-02,자동차보험,3266339215,2.4,81,2.2,81.3,3232686016,81.1,0.023960979200595207,8343373385.666667,0.027918781725888363,81.3,0.027778045618793074,8252663852.666667,0.02398989898989888,81.39999999999999
2024-02,화재,50739058,6.4,41.8,-8.4,49.96666666666666,32616343,59.6,0.0642472442007831,134570057,-0.16733067729083675,49.96666666666666,0.050909278607148716,95923135.33333333,-0.15099715099715103,68.13333333333334
2024-02,해상,166067806,13,73,30.2,70.3,65100168,79.6,0.1297001473479879,401094093.3333333,0.7056074766355142,70.3,0.23991106870325693,167163304.33333334,0.2418096723868955,77.83333333333333
2024-02,보증,376178021,20.6,80.2,17.2,76.56666666666666,359175790,80.9,0.2055072255217086,827311709,0.27301587301587305,76.56666666666666,0.21395354254371315,778983532.3333334,0.2523219814241488,78.5
2024-02,기술,57932414,-17.9,19.1,-90.9,34.166666666666664,36551980,29.5,-0.17936400513286213,175216692.33333334,-0.8263636363636364,34.166666666666664,-0.15412968084021683,98026859.66666667,-0.5821529745042493,41.96666666666666
2024-02,책임,288604095,8.8,65.9,27.6,59.73333333333333,207632317,68.3,0.08800435892243315,689379035.6666666,0.7161458333333336,59.73333333333333,0.06250378579593671,516650569.3333333,0.08931419457735237,63.73333333333333
2024-02,상해,612710000,18.9,91.8,-1.2,93.60000000000001,558284867,91.2,0.18907299228321495,1019674418,-0.012903225806451644,93.60000000000001,0.25312956042913337,909584127.6666666,-0.002188183807439856,92.7
2024-02,종합,311840185,8.2,13.2,-23.5,35.233333333333334,108893671,47.3,0.08204409917659734,1017289569.6666666,-0.6403269754768393,35.233333333333334,0.0628823182480776,397481642,-0.24320000000000006,58.833333333333336
2024-02,기타특종,638160117,14.5,70.9,6.5,86.63333333333333,284101464,69.4,0.144822969079743,1076475976.3333333,0.10093167701863354,86.63333333333333,0.1332019224749328,1006565460.6666666,0.048338368580060465,75.5
2024-02,권원,24123055,42.8,4.7,-4.2,5.366666666666666,22541581,7.6,0.4275074007062663,52723562,-0.46590909090909094,5.366666666666666,0.4581519369258323,48727998,-0.13636363636363646,8.133333333333333
2024-02,해외원보험,147770430,29.9,52.7,20.9,80.76666666666667,83612542,78.4,0.2986603026960336,412669005,0.6572327044025158,80.76666666666667,0.2903670875497714,203397314,0.40501792114695356,95.40000000000002
2024-03,합계,30535733892,3,83.6,-0.9,86.46666666666665,29726030036,85.5,0.03039807833127587,20377193804.666668,-0.011820330969267141,86.46666666666665,0.031438014316186674,19720148247,0,88.03333333333335
2024-03,일반보험,3851522400,,59.685422633683764,,,,,0.09886917296436938,2618101339,-0.09649975996764666,67.1924839717148,,,,
2024-03,장기보험,16645755358,5.4,81.3,-0.4,84.5,16217520402,81.3,0.054357014892522086,11074746400.333334,-0.004895960832313411,84.5,0.05568000187894465,10788368712,0,84.5
2024-03,자동차보험,5014594449,-0.4,79.6,1.9,80.96666666666667,4967984837,79.6,-0.003841600937061375,3321036823.3333335,0.024453024453024344,80.96666666666667,-0.0005401919711807508,3286325219,0.024453024453024344,81.06666666666666
2024-03,화재,78001079,4.4,35,-15.3,42.46666666666667,53723830,53.6,0.043686046346084285,51671699.333333336,-0.3041749502982107,42.46666666666667,-0.004028225815197709,33007168,-0.12561174551386617,62.666666666666664
2024-03,해상,252277511,12.3,74.6,31.1,81.36666666666666,115299873,75.9,0.12260310269858106,167875906.66666666,0.714942528735632,81.36666666666666,0.11984551320774739,69499604,0.18965517241379323,84.23333333333333
2024-03,보증,545358545,12.5,80.9,20,81.66666666666667,509139232,82.4,0.12529144922016555,372232710.3333333,0.3305921052631581,81.66666666666667,0.1300921148763607,350770505,0.29763779527559064,83.60000000000001
2024-03,기술,104425862,-3.3,29.4,-51.1,23.7,78938878,40.2,-0.032810206141477144,64281185.666666664,-0.6347826086956522,23.7,0.14985244782870935,43633434.333333336,-0.3420621931260229,34
2024-03,책임,476854081,6.1,58.1,19,64.36666666666666,369743213,70.2,0.06079395382207787,303820909,0.4859335038363171,64.36666666666666,0.03812081617172542,225415820,0.2952029520295203,67.43333333333334
2024-03,상해,805752173,15.8,90.6,-5,92.7,734316279,91.3,0.15781281488166715,606440193,-0.05230125523012553,92.7,0.21317399540235257,553723152.3333334,-0.039957939011566745,91.73333333333333
2024-03,종합,524563873,5.9,12.3,-65.3,21.233333333333334,221612496,45.6,0.05929020120159689,337161116.3333333,-0.8414948453608248,21.233333333333334,0.3424033248340855,120447923,-0.47586206896551725,49.76666666666666
2024-03,기타특종,793499560,5.5,50.4,-16.3,65.33333333333334,508219716,75.4,0.05544300934057871,538805024.6666666,-0.24437781109445283,65.33333333333334,0.09834836361443917,302191700.6666667,0.012080536912751754,72.63333333333334
2024-03,권원,35500984,28.2,12.3,-0.8,3.4000000000000004,33173198,14.1,0.2820713075518949,23466301.333333332,-0.06106870229007626,3.4000000000000004,0.3020817011452818,21918282.333333332,0.06015037593984954,6.8
2024-03,해외원보험,235288732,22.1,57.6,22.3,57.36666666666667,139431579,46.2,0.22064431992031036,152346292.66666666,0.6317280453257792,57.36666666666667,0.2271568846642516,86627548.33333333,-0.22999999999999995,70.7
2024-04,합계,39984236633,4.6,83.1,-1,84.36666666666666,38897719335,84.9,0.04575401542534694,30296164197,-0.010714285714285782,84.36666666666666,0.047623716076588905,29407658998.666668,-0.0011764705882352272,86.16666666666667
2024-04,일반보험,5023250620,,60.44913037844805,,,,,0.10864677753909066,3849632733.6666665,-0.12175271547951169,62.23881817959679,,,,
2024-04,장기보험,22248092434,5.6,80.8,-0.8,82,21676505660,80.7,0.05627405491081556,16646208498.333334,-0.00858895705521476,82,0.05748558625191018,16217662050.666666,-0.007380073800737938,81.96666666666665
2024-04,자동차보험,6679380094,0,79.8,2.4,80.13333333333333,6616097596,79.9,-0.0003580147458503617,4986771252.666667,0.031007751937984385,80.13333333333333,0.0024178498228548794,4938922816.333333,0.030967741935483944,80.2
2024-04,화재,105664927,7.2,39.5,-18.4,38.766666666666666,72158839,51.6,0.0720306478114271,78135021.33333333,-0.3177892918825561,38.766666666666666,0.053409602038485486,52833004,-0.2803347280334728,54.93333333333334
2024-04,해상,350937158,11.5,69.1,24.4,72.23333333333333,147130804,74.5,0.11507872089298937,256427491.66666666,0.5458612975391497,72.23333333333333,0.12188871926659912,109176948.33333333,0.17507886435331232,76.66666666666667
2024-04,보증,720074123,11.7,81.8,21.8,80.96666666666668,675355766,82.7,0.11685453840154544,547203563,0.3633333333333333,80.96666666666668,0.12102792331807542,514556929.3333333,0.33387096774193553,82
2024-04,기술,134580938,2.1,24.2,-30,24.233333333333334,93584132,37.6,0.020823601993224215,98979738,-0.5535055350553506,24.233333333333334,0.25620798481577656,69691663.33333333,-0.19999999999999998,35.76666666666667
2024-04,책임,591944098,8.3,59.8,16.8,61.26666666666667,466092258,67.8,0.08325601717339605,452467424.6666667,0.3906976744186046,61.26666666666667,0.07358021334247382,347822596,0.2509225092250921,68.76666666666667
2024-04,상해,996757590,17.7,89.7,-4,90.69999999999999,906204070,90.5,0.1770230914726529,805073254.3333334,-0.042689434364994665,90.69999999999999,0.22678596691006508,732935072,-0.03311965811965806,91
2024-04,종합,736705643,4.3,15.2,-56,13.566666666666668,291898600,42.2,0.043315799209921846,524369900.3333333,-0.7868162692847125,13.566666666666668,0.3968845305733621,207468255.66666666,-0.5011820330969267,45.03333333333334
2024-04,기타특종,998626252,7.1,59.6,-28.4,60.300000000000004,678756287,77.7,0.07105284273960372,810095309.6666666,-0.3234960272417707,60.300000000000004,0.10033710677189477,490359155.6666667,-0.0038461538461538095,74.16666666666667
2024-04,권원,46643022,31.6,15.4,-0.6,10.799999999999999,43457624,16.4,0.31637801172516533,35422353.666666664,-0.04347826086956528,10.799999999999999,0.3467199115987775,33057467.666666668,0.006134969325153243,12.699999999999998
2024-04,해외원보험,341316869,24.6,49.3,11.5,53.20000000000001,184113457,47.9,0.24616127545696223,241458677,0.30423280423280424,53.20000000000001,0.2298946182936973,135719192.66666666,-0.1976549413735344,57.5
2024-05,합계,49587931455,5.9,82.6,-1.3,83.1,48219111795,84.1,0.058996496863106665,40035967326.666664,-0.015494636471990599,83.1,0.05979470187331286,38947620388.666664,-0.004733727810650954,84.83333333333333
2024-05,일반보험,6298466583,,61.428281383659446,,,,,0.09982040678250391,5057746534.333333,-0.11234578469173269,60.52094479859709,,,,
2024-05,장기보험,27869638170,6.4,80.4,-1.1,80.83333333333333,27160466130,80.4,0.06434444697227856,22254495320.666668,-0.014705882352941037,80.83333333333333,0.06531099087139504,21684830730.666668,-0.012285012285012284,80.8
2024-05,자동차보험,8396167461,0,80,2.5,79.8,8317863876,80.1,0.0003608305562952338,6696714001.333333,0.030927835051546466,79.8,0.002627635561895194,6633982103,0.03221649484536083,79.86666666666666
2024-05,화재,135328738,9.2,35.4,-20.3,36.63333333333333,95631534,45,0.09157151644323079,106331581.33333333,-0.36445242369838426,36.63333333333333,0.05826143106520587,73838067.66666667,-0.3440233236151603,50.06666666666666
2024-05,해상,442563462,10.8,66.8,22.3,70.16666666666667,190674398,73.2,0.10799977591821183,348592710.3333333,0.5011235955056179,70.16666666666667,0.1400534988273122,151035025,0.1384136858475895,74.53333333333335
2024-05,보증,878560910,7,81.4,19,81.36666666666666,830786785,82.3,0.0704596576374657,714664526,0.3044871794871796,81.36666666666666,0.07066262933660154,671760594.3333334,0.28593749999999996,82.46666666666668
2024-05,기술,189256587,11.6,24.3,-59.8,25.966666666666665,133286242,31.5,0.11638179855949349,142754462.33333334,-0.7107142857142857,25.966666666666665,0.32794140115267845,101936417.33333333,-0.48360655737704916,36.43333333333334
2024-05,책임,736567357,9.1,58.1,15.8,58.666666666666664,566471897,66.3,0.09117209556298979,601788512,0.37352245862884176,58.666666666666664,0.06683117372889827,467435789.3333333,0.23005565862708718,68.10000000000001
2024-05,상해,1152026661,17.1,89.3,-4,89.86666666666667,1055050411,90.2,0.17065093776633788,984845474.6666666,-0.04287245444801715,89.86666666666667,0.22385237575799866,898523586.6666666,-0.03426124197002144,90.66666666666667
2024-05,종합,989093588,4.6,19.5,-45.7,15.666666666666666,423659581,45,0.04554543515534804,750121034.6666666,-0.7009202453987731,15.666666666666666,0.3130408688264211,312390225.6666667,-0.41253263707571797,44.26666666666667
2024-05,기타특종,1284357677,6.9,70.4,-20.7,60.13333333333333,819305768,76.5,0.06938063093842775,1025494496.3333334,-0.22722283205268926,60.13333333333333,0.09022951965570716,668760590.3333334,0.007905138339920873,76.53333333333335
2024-05,권원,57746815,17.4,13.8,-2.4,13.833333333333334,53708757,14.6,0.1740714575029581,46630273.666666664,-0.14814814814814806,13.833333333333334,0.19036217834626787,43446526.333333336,-0.13095238095238101,15.033333333333333
2024-05,해외원보험,432964788,21,46.8,7.9,51.23333333333333,241365889,50.2,0.21001946747088845,336523463,0.2030848329048843,51.23333333333333,0.25323800766914556,188303641.66666666,-0.15202702702702703,48.1
2024-06,합계,60454186548,4.3,82.2,-1.7,82.63333333333333,58870382453,83.8,0.04273607283118312,50008784878.666664,-0.02026221692491064,82.63333333333333,0.04316775865316106,48662404527.666664,-0.008284023668639087,84.26666666666667
2024-06,일반보험,7740365552,,58.96183786651734,,,,,0.08610260030028791,6354027585,-0.13275611004490154,60.27974987620828,,,,
2024-06,장기보험,33509264206,5.7,79.7,-1.2,80.3,32661347105,79.7,0.056744605427375944,27875664936.666668,-0.014833127317676177,80.3,0.05776140677520229,27166106298.333332,-0.011166253101736868,80.26666666666667
2024-06,자동차보험,10041452988,-1.2,80,2.2,79.93333333333334,9948893687,80,-0.012444368285156071,8372333514.333333,0.028277634961439625,79.93333333333334,-0.010218714945404229,8294285053,0.028277634961439625,80
2024-06,화재,164565708,8,39.1,-20.8,38,118682137,46.6,0.07955604705635758,135186457.66666666,-0.347245409015025,38,0.04063277786218664,95490836.66666667,-0.37866666666666665,47.73333333333333
2024-06,해상,524631118,10.9,59.9,20.6,65.26666666666667,231362223,68.8,0.1086236231538552,439377246,0.5241730279898219,65.26666666666667,0.13486287271598718,189722475,0.21985815602836878,72.16666666666667
2024-06,보증,1030829559,3.4,78.8,14.1,80.66666666666667,965510564,79.9,0.03376643568793477,876488197.3333334,0.2179289026275115,80.66666666666667,0.0332720313104091,823884371.6666666,0.19610778443113785,81.63333333333334
2024-06,기술,243131209,12.6,24.9,-54.8,24.46666666666667,170732223,31.8,0.1257896602153756,188989578,-0.6879699248120301,24.46666666666667,0.3294072039212462,132534199,-0.5122699386503068,33.63333333333333
2024-06,책임,932533099,8.9,56.4,11.4,58.1,704853191,61.4,0.08931143078087592,753681518,0.2533333333333333,58.1,0.05687868782698606,579139115.3333334,0.10035842293906813,65.16666666666667
2024-06,상해,1315219982,15.9,88,-5.8,89,1206178419,88.9,0.15862247226533874,1154668077.6666667,-0.06183368869936031,89,0.21098467306019983,1055810966.6666666,-0.05324813631522896,89.86666666666667
2024-06,종합,1375987731,3.3,23.9,-36.9,19.533333333333335,632743105,49.3,0.0332581847316409,1033928987.3333334,-0.6069078947368421,19.533333333333335,0.20186714427022623,449433762,-0.35386631716906947,45.5
2024-06,기타특종,1536874038,5.7,66.5,-19.5,65.5,1061619749,75.9,0.05685909550103774,1273285989,-0.22674418604651161,65.5,0.07530192401553329,853227268,0.012000000000000077,76.7
2024-06,권원,67942514,13.3,15.4,2,14.866666666666667,63091177,16.4,0.13254605903057046,57444117,0.14925373134328357,14.866666666666667,0.14674945671281503,53419186,0.16312056737588645,15.799999999999999
2024-06,해외원보험,548650594,21.7,48.8,-2.6,48.29999999999999,314623101,50.8,0.21697284559773275,440977417,-0.052427184466019475,48.29999999999999,0.2765113367732152,246700815.66666666,-0.2648335745296671,49.633333333333326
2024-07,합계,70079550834,3.8,82.6,-1.6,82.46666666666667,68199670091,84.2,0.03802751441768181,60040556279,-0.0201660735468565,82.46666666666667,0.03833351018616173,58429721446.333336,-0.0059031877213695395,84.03333333333332
2024-07,일반보험,8923830756,,60.55432483094483,,,,,0.08873801863955937,7654220963.666667,-0.11673589291681206,60.314814693707206,,,,
2024-07,장기보험,39204616204,5.7,80.1,-0.7,80.06666666666668,38217383427,80,0.05669039138590491,33527839526.666668,-0.009888751545117569,80.06666666666668,0.05780320042591567,32679732220.666668,-0.007444168734491245,80.03333333333335
2024-07,자동차보험,11743033162,-1,80.4,2.4,80.13333333333334,11633150687,80.4,-0.01045510543993842,10060217870.333334,0.030769230769230844,80.13333333333334,-0.008310509097146814,9966636083.333334,0.030769230769230844,80.16666666666667
2024-07,화재,194463571,9.4,43,-17.1,39.166666666666664,138595945,50.9,0.09393199818063874,164786005.66666666,-0.28452579034941766,39.166666666666664,0.06611431355187014,117636538.66666667,-0.31860776439089694,47.5
2024-07,해상,616136594,11.4,56.5,17.2,61.06666666666666,266960650,67,0.11444181503728304,527777058,0.4376590330788805,61.06666666666666,0.13670808606926926,229665757,0.23161764705882357,69.66666666666667
2024-07,보증,1188422004,4.5,80.7,14.2,80.3,1115760607,81.1,0.04463466346811151,1032604157.6666666,0.21353383458646621,80.3,0.045074170768199966,970685985.3333334,0.18740849194729134,81.1
2024-07,기술,281090678,15,22.3,-53.3,23.833333333333332,189577215,28.4,0.14973811749707855,237826158,-0.705026455026455,23.833333333333332,0.3973000446828595,164531893.33333334,-0.5960170697012802,30.566666666666663
2024-07,책임,1082497817,9.5,55.6,9.5,56.699999999999996,818494640,61.4,0.09480817291797428,917199424.3333334,0.20607375271149675,56.699999999999996,0.06502500369134098,696606576,0.06968641114982578,63.03333333333333
2024-07,상해,1502773828,14.5,89.4,-3.7,88.90000000000002,1380532365,90.2,0.14471197636336097,1323340157,-0.03974221267454338,88.90000000000002,0.19347940691219956,1213920398.3333333,-0.032188841201716736,89.76666666666667
2024-07,종합,1590171283,3.7,30,-32.3,24.46666666666667,695504140,54.7,0.036635420586185116,1318417534,-0.5184590690208668,24.46666666666667,0.2138712421189486,583968942,-0.3022959183673469,49.666666666666664
2024-07,기타특종,1720750671,5.4,68.6,-17.6,68.5,1224366828,76,0.05445349923926334,1513994128.6666667,-0.205098493626883,68.5,0.07667188099572564,1035097448.3333334,0.01604278074866314,76.13333333333334
2024-07,권원,79380095,11.6,17.7,0.9,15.633333333333335,73692220,18.6,0.11639262387421755,68356474.66666667,0.053571428571428485,15.633333333333335,0.12882437670061483,63497384.666666664,0.10714285714285718,16.533333333333335
2024-07,해외원보험,668144215,22.5,49.9,-5.1,48.5,328293514,62.1,0.22546993836328974,549919865.6666666,-0.09272727272727276,48.5,0.1517044515456279,294760834.6666667,-0.11914893617021274,54.36666666666667
2024-08,합계,79091686622,6.6,82.8,-1.5,82.53333333333335,77113235460,84.2,0.06622580016880113,69875141334.66667,-0.016627078384798166,82.53333333333335,0.06685571687186427,68061096001.333336,-0.0011862396204032541,84.06666666666666
2024-08,일반보험,9876360081,,61.42389061801766,,,,,0.08554620796356574,8846852129.666666,-0.15757296714231345,60.31335110515994,,,,
2024-08,장기보험,44927962476,5.7,80.1,-1,79.96666666666667,43803998549,80,0.056691789204642844,39213947628.666664,-0.011111111111111181,79.96666666666667,0.057997635919372306,38227576360.333336,-0.00867410161090462,79.89999999999999
2024-08,자동차보험,13328313350,-1.4,80.9,2.4,80.43333333333334,13206191377,80.9,-0.013679255845012348,11704266500,0.030573248407643385,80.43333333333334,-0.01161426289871281,11596078583.666666,0.030573248407643385,80.43333333333334
2024-08,화재,221486225,9.3,48.7,-10.6,43.6,159865791,57.1,0.09279297190259467,193505168,-0.17736486486486486,43.6,0.05312530920354437,139047957.66666666,-0.20694444444444443,51.53333333333333
2024-08,해상,713170652,13,52.4,13.5,56.26666666666667,314811249,62.6,0.1297040665941508,617979454.6666666,0.34704370179948585,56.26666666666667,0.15225003936744128,271044707.3333333,0.18113207547169813,66.13333333333334
2024-08,보증,1331737433,3.2,82.4,16.6,80.63333333333334,1255493498,82.6,0.03150499254134493,1183662998.6666667,0.2522796352583588,80.63333333333334,0.030245385945624096,1112254889.6666667,0.2309985096870343,81.2
2024-08,기술,324339132,19.9,18.8,-61.2,22,221345320,26.9,0.19903841844864065,282853673,-0.7652933832709113,22,0.4322470416258485,193884919.33333334,-0.6666666666666667,29.03333333333333
2024-08,책임,1201245868,7.8,54.8,10.2,55.6,913658307,61.6,0.07842897259347356,1072092261.3333334,0.22869955156950664,55.6,0.051346319658879404,812335379.3333334,0.04230118443316413,61.46666666666667
2024-08,상해,1648548554,14.1,89.8,-3.3,89.06666666666666,1513805082,90.8,0.1412013587423679,1488847454.6666667,-0.0354457572502685,89.06666666666666,0.18718280899062145,1366838622,-0.028877005347593614,89.96666666666668
2024-08,종합,1727736179,3,31.5,-29,28.46666666666667,765069065,56.8,0.030005540529224557,1564631731,-0.4793388429752066,28.46666666666667,0.1693880097956828,697772103.3333334,-0.2736572890025576,53.6
2024-08,기타특종,1850564043,5,73.1,-17,69.39999999999999,1317914005,77.6,0.04955361429169297,1702729584,-0.18867924528301888,69.39999999999999,0.07580202729574523,1201300194,0.013054830287206267,76.5
2024-08,권원,91616338,11.1,17,0,16.7,84958688,17.8,0.11125878351938565,79646315.66666667,0,16.7,0.12186699509425182,73914028.33333333,0.05325443786982262,17.599999999999998
2024-08,해외원보험,765915657,23.3,49,-70.7,49.23333333333333,397949017,62,0.23330442150499311,660903488.6666666,-0.5903010033444815,49.23333333333333,0.28771912231540075,346955210.6666667,-0.3002257336343115,58.300000000000004
2024-09,합계,88115404855,6.3,82.6,-1.5,82.66666666666666,86016894592,83.9,0.06281242654925187,79095547437,-0.017835909631391204,82.66666666666666,0.061862452094507844,77109933381,-0.0023781212841853584,84.10000000000001
2024-09,일반보험,10949688517,,62.15793915916558,,,,,0.07887422085387866,9916626451.333334,-0.14339858051770216,61.37871820270936,,,,
2024-09,장기보험,50633265240,5.7,79.4,-1.3,79.86666666666666,49369354701,79.3,0.057274708772979036,44921947973.333336,-0.016109045848822764,79.86666666666666,0.05767883378358256,43796912225.666664,-0.0136815920398011,79.76666666666667
2024-09,자동차보험,14825059447,-1.5,81.6,2.6,80.96666666666667,14690500290,81.6,-0.015071614479586506,13298801986.333334,0.03291139240506322,80.96666666666667,-0.013021563842319893,13176614118,0.03291139240506322,80.96666666666667
2024-09,화재,247463221,8.7,48.3,-7.7,46.666666666666664,180040754,56.1,0.0871030485287669,221137672.33333334,-0.13595706618962436,46.666666666666664,0.056107171364115374,159500830,-0.16641901931649325,54.699999999999996
2024-09,해상,811894927,12.9,46.4,6.6,51.76666666666667,354057488,59.2,0.12915853753899262,713734057.6666666,0.16582914572864327,51.76666666666667,0.13613126333664508,311943129,0.09629629629629635,62.93333333333334
2024-09,보증,1460042844,1.9,79.6,12.9,80.9,1368869918,80.4,0.018846276826362498,1326734093.6666667,0.19340329835082445,80.9,0.016590694739111612,1246708007.6666667,0.1806167400881059,81.36666666666666
2024-09,기술,364918293,24.7,19.5,-55.7,20.2,249385386,28.3,0.24748076982066128,323449367.6666667,-0.7410358565737052,20.2,0.46386478112025487,220102640.33333334,-0.6185983827493262,27.866666666666664
2024-09,책임,1320854723,7.6,54.5,6.9,54.96666666666667,1009896670,61.1,0.07630605618266559,1201532802.6666667,0.14495798319327727,54.96666666666667,0.050152217980998705,914016539,0.02689075630252103,61.36666666666667
2024-09,상해,1785837306,13.4,89.6,-2.9,89.59999999999998,1637071953,90.7,0.13433373707245988,1645719896,-0.03135135135135141,89.59999999999998,0.17861086746304314,1510469800,-0.02682403433476395,90.56666666666666
2024-09,종합,2010073908,1.4,31.4,-27.5,30.96666666666667,909894211,55.3,0.013690453320841844,1775993790,-0.46779661016949153,30.96666666666667,0.12005624306069873,790155805.3333334,-0.2656042496679947,55.6
2024-09,기타특종,1979232213,4.8,86,-1.2,75.89999999999999,1506207635,82.3,0.04794866846776489,1850182309,-0.013761467889908289,75.89999999999999,0.05767431220642015,1349496156,0.07022106631989586,78.63333333333333
2024-09,권원,101981897,9.8,16.1,0,16.933333333333334,94665951,17,0.09769915536322893,90992776.66666667,0,16.933333333333334,0.10801927050471681,84438953,0.030303030303030304,17.8
2024-09,해외원보험,867389185,22,46.9,-80.1,48.6,458614094,60.9,0.22013978871627746,767149685.6666666,-0.6307086614173227,48.6,0.28555005775701353,394952208.3333333,-0.36363636363636365,61.666666666666664
2024-10,합계,97152430825,5.7,82.6,-1.4,82.66666666666666,94847708256,84.1,0.05726804763620992,88119840767.33333,-0.015494636471990599,82.66666666666666,0.057574148501426475,85992612769.33333,0.0011904761904761227,84.06666666666668
2024-10,일반보험,12003272040,,61.31853064279962,,,,,0.07640357296613234,10943106879.333334,-0.1532670271779188,61.63345347332762,,,,
2024-10,장기보험,56398557196,5.7,79.5,-1,79.66666666666667,54997161146,79.4,0.05712941027021037,50653261637.333336,-0.012422360248447204,79.66666666666667,0.05769929030369523,49390171465.333336,-0.011207970112079595,79.56666666666668
2024-10,자동차보험,16476680565,-1.4,81.9,2.6,81.46666666666667,16325005282,81.9,-0.013953849805817112,14876684454,0.032786885245901745,81.46666666666667,-0.011675268252697952,14740565649.666666,0.032786885245901745,81.46666666666667
2024-10,화재,277735283,8.7,47.5,-8.2,48.166666666666664,199449663,54.1,0.08677527954564149,248894909.66666666,-0.1472172351885099,48.166666666666664,0.05761903384468818,179785402.66666666,-0.1840120663650075,55.76666666666667
2024-10,해상,901086904,12.7,46.9,6.7,48.56666666666666,385829737,60.5,0.12703640010631845,808717494.3333334,0.16666666666666655,48.56666666666666,0.12413249146513995,351566158,0.11009174311926606,60.76666666666667
2024-10,보증,1604977309,2.2,79.2,11.6,80.39999999999999,1503926630,79.9,0.02158206515366225,1465585862,0.1715976331360948,80.39999999999999,0.018306368469310684,1376096682,0.15965166908563133,80.96666666666667
2024-10,기술,394976598,23,22.4,-47.3,20.23333333333333,264667280,38.1,0.2298706907713019,361411341,-0.678622668579627,20.23333333333333,0.462079288258211,245132662,-0.45415472779369626,31.100000000000005
2024-10,책임,1459028713,7.1,56.4,9,55.23333333333333,1103601833,62.1,0.07055552830180757,1327043101.3333333,0.189873417721519,55.23333333333333,0.05178229173917255,1009052270,0.059726962457337884,61.6
2024-10,상해,1910660563,13,90.3,-2.2,89.89999999999999,1750626960,91.4,0.1300146278376881,1781682141,-0.023783783783783815,89.89999999999999,0.1724095090483543,1633834665,-0.018259935553168516,90.96666666666665
2024-10,종합,2224335055,1.5,25.6,-28.8,29.5,982414123,49.1,0.01502054964857125,1987381714,-0.5294117647058824,29.5,0.13159259098789647,885792466.3333334,-0.3142458100558658,53.73333333333333
2024-10,기타특종,2118733923,4.8,86.6,-3.6,81.89999999999999,1633125384,84.1,0.04755534962550053,1982843393,-0.039911308203991226,81.89999999999999,0.0586198550890244,1485749008,0.09220779220779213,81.33333333333333
2024-10,권원,112641169,9.8,16.9,-0.6,16.666666666666668,104602046,17.7,0.09790590268206155,102079801.33333333,-0.03977272727272743,16.666666666666668,0.10927150972982291,94742228.33333333,0.0056818181818180605,17.5
2024-10,해외원보험,999096523,19.8,47.5,-82.2,47.800000000000004,511115178,61.6,0.1983759434189273,877467121.6666666,-0.6337702390131071,47.800000000000004,0.3025651338215449,455892763,-0.37334689725330616,61.5
2024-11,합계,107060628564,5.1,80.6,-4.3,81.93333333333332,104446543017,84.4,0.05078189174727411,97442821414.66667,-0.0506478209658423,81.93333333333332,0.04253547727678348,95103715288.33333,-0.0011834319526626547,84.13333333333334
