month,item_name_std,gross_written_current,gross_written_yoy_reported_pct,gross_loss_ratio_current,gross_loss_ratio_diff_pp,gross_loss_ratio_ma3,retained_premium_current,retained_loss_ratio_current,gross_written_current_yoy_calc,gross_written_current_ma3,gross_loss_ratio_current_yoy_calc,gross_loss_ratio_current_ma3,retained_premium_current_yoy_calc,retained_premium_current_ma3,retained_loss_ratio_current_yoy_calc,retained_loss_ratio_current_ma3
2024-11,일반보험,13190040031,,62.024804038678504,,,,,0.07744398454688521,12047666862.666666,-0.2066737678831353,61.833757946881235,,,,
2024-11,장기보험,62168494911,5.8,79.5,-1.1,79.46666666666667,60623467431,79.4,0.05761782692050779,56400105782.333336,-0.013647642679900675,79.46666666666667,0.05790510521272908,54996661092.666664,-0.01243781094527363,79.36666666666666
2024-11,자동차보험,18049312661,-1.8,82.9,2.9,82.13333333333334,17886166390,82.9,-0.018322404055656834,16450350891,0.036250000000000074,82.13333333333334,-0.016250782965736194,16300557320.666666,0.036250000000000074,82.13333333333334
2024-11,화재,312389685,8.4,53.8,-1.5,49.86666666666667,224348298,56.6,0.08412041634222234,279196063,-0.025362318840579812,49.86666666666667,0.04244311824270385,201279571.66666666,-0.14372163388804832,55.6
2024-11,해상,981409543,10.9,47,9,46.76666666666667,422435177,59.4,0.10883989788698444,898130458,0.23684210526315788,46.76666666666667,0.10949269666334516,387440800.6666667,0.11864406779661012,59.699999999999996
2024-11,보증,1747773306,1.3,80.8,12.5,79.86666666666667,1644880294,81.6,0.012920639323405878,1604264486.3333333,0.18301610541727673,79.86666666666667,0.01143910191976479,1505892280.6666667,0.1724137931034483,80.63333333333334
2024-11,기술,426394480,8.4,22.9,-40.7,21.599999999999998,289393064,30.5,0.0840386082195922,395429790.3333333,-0.639937106918239,21.599999999999998,0.3197256236525673,267815243.33333334,-0.5278637770897833,32.300000000000004
2024-11,책임,1575774030,7.2,55.9,9.6,55.6,1189085529,61.7,0.07198680877471297,1451885822,0.2073434125269979,55.6,0.05268125893758047,1100861344,0.04931972789115656,61.63333333333333
2024-11,상해,2031637861,12.8,90.5,-2.8,90.13333333333333,1862782199,91.7,0.1281229822461628,1909378576.6666667,-0.030010718113611976,90.13333333333333,0.1694923840051629,1750160370.6666667,-0.02550478214665241,91.26666666666667
2024-11,종합,2415411531,2.3,27.2,-27.2,28.066666666666666,1098650889,51.2,0.02325411094856494,2216606831.3333335,-0.5,28.066666666666666,0.15388468937623118,996986407.6666666,-0.2737588652482269,51.866666666666674
2024-11,기타특종,2423655434,5.7,85.3,-35.8,85.96666666666665,1762812986,83.5,0.05661224698192793,2173873856.6666665,-0.29562345169281584,85.96666666666665,-0.26120070985633037,1634048668.3333333,-0.008313539192399083,83.3
2024-11,권원,120722993,6.3,19,0.8,17.333333333333332,112205784,19.5,0.0632451167966325,111782019.66666667,0.043956043956043994,17.333333333333332,0.07335788606996675,103824593.66666667,0.08333333333333333,18.066666666666666
2024-11,해외원보험,1154871168,26.7,49.8,-82.3,48.06666666666666,576360935,61.8,0.26740509139574736,1007118958.6666666,-0.6230128690386071,48.06666666666666,0.311254166665112,515363402.3333333,-0.47224594363791633,61.43333333333334
2024-12,합계,126082989963,5.6,84.9,-1.2,82.7,123625637073,86,0.055661286657186476,110098683117.33333,-0.012790697674418539,82.7,0.050702193733355376,107639962782,0.0011641443538998174,84.83333333333333
2024-12,일반보험,14405584520,,66.6982196327081,,,,,0.07372704419800509,13199632197,-0.1223662633531423,63.347184771395405,,,,
2024-12,장기보험,67991599591,5.8,79.8,-1,79.60000000000001,66281836235,79.6,0.058015301959711586,62186217232.666664,-0.012376237623762377,79.60000000000001,0.05786130837837178,60634154937.333336,-0.011180124223602554,79.46666666666667
2024-12,자동차보험,19705344261,-1.9,83.6,3.1,82.8,19534400279,83.7,-0.018736544772610293,18077112495.666668,0.03722084367245658,82.8,-0.016741352325206724,17915190650.333332,0.03846153846153857,82.83333333333333
2024-12,화재,354175009,8.4,52.3,-5.2,51.199999999999996,254861909,55.3,0.0841113580058329,314766659,-0.0904347826086957,51.199999999999996,0.05109947001987019,226219956.66666666,-0.21000000000000005,55.333333333333336
2024-12,해상,1043385878,9.6,51.5,10.1,48.46666666666667,453754956,62.6,0.09607177842419809,975294108.3333334,0.2439613526570049,48.46666666666667,0.11135191541118908,420673290,0.10405643738977069,60.833333333333336
2024-12,보증,1936960255,1.4,79.7,14.1,79.89999999999999,1815281028,80.7,0.013799212567093497,1763236956.6666667,0.21493902439024404,79.89999999999999,0.01198738653052977,1654695984,0.20268256333830117,80.73333333333333
2024-12,기술,461129383,5.5,24.5,-36.2,23.266666666666666,311832460,33.7,0.05465514903239715,427500153.6666667,-0.5970394736842105,23.266666666666666,0.28792974388139486,288630934.6666667,-0.47425897035881426,34.1
2024-12,책임,1743946548,6.8,61.8,17.6,58.03333333333333,1315269094,65.5,0.06759483512910767,1592916430.3333333,0.39819004524886864,58.03333333333333,0.05776008657594581,1202652152,0.10829103214890014,63.1
2024-12,상해,2312116068,13,93.6,0.2,91.46666666666665,2112980021,94.2,0.13036768827272593,2084804830.6666667,0.0032154340836012558,91.46666666666665,0.1726405201449656,1908796393.3333333,0,92.43333333333334
2024-12,종합,2624725948,2.3,30,-24.2,27.599999999999998,1188529154,55.8,0.023305223444942937,2421490844.6666665,-0.4475138121546961,27.599999999999998,0.12901466663128763,1089864722,-0.23351648351648352,52.03333333333334
2024-12,기타특종,2513112893,4.4,100.4,-14,90.76666666666665,2188323854,88.1,0.04429666655179088,2351834083.3333335,-0.12160979877515303,90.76666666666665,-0.16518916945973708,1861420741.3333333,0.04880952380952374,85.23333333333333
2024-12,권원,128739794,4.4,19.5,1.4,18.466666666666665,119739258,19.9,0.04434903326497922,120701318.66666667,0.07142857142857147,18.466666666666665,0.05402100634454333,112182362.66666667,0.09944751381215453,19.033333333333335
2024-12,해외원보험,1287292744,26.7,50.6,-77.3,49.300000000000004,660667027,66.2,0.2667001653496327,1147086811.6666667,-0.6040688575899843,49.300000000000004,0.3490134464495874,582714380,-0.44970906068162925,63.20000000000001
2025-01,합계,11608794146,13.5,86.6,-2.7,84.03333333333333,11232944657,86.9,0.1350762421654962,81584137557.66667,-0.03131991051454151,84.03333333333333,0.14211804672657025,79768374915.66667,-0.03977900552486181,85.76666666666667
2025-01,일반보험,1325552869,,72.92546944213962,,,,,-0.002335868713618304,9640392473.333334,-0.03166451025586525,67.21616437117541,,,,
2025-01,장기보험,5810383774,5,80.5,-7.8,79.93333333333334,5655152131,80.4,0.049998613406674317,45323492758.666664,-0.08833522083805206,79.93333333333334,0.04946093950630355,44186818599,-0.08946772366930908,79.8
2025-01,자동차보험,1572625074,-6.5,82.4,0.1,82.96666666666667,1555846516,82.5,-0.06512498068529426,13109093998.666666,0.0012150668286756807,82.96666666666667,-0.061784955186079286,12992137728.333334,0,83.03333333333335
2025-01,화재,27041398,2.9,58.4,7.9,54.833333333333336,14466371,57.5,0.029169862516637036,231202030.66666666,0.15415019762845844,54.833333333333336,0.14076124974578771,164558859.33333334,-0.23128342245989303,56.46666666666667
2025-01,해상,78417182,-8,62.7,-33.8,53.73333333333333,32399172,33.2,-0.08049985411410136,701070867.6666666,-0.35025906735751294,53.73333333333333,0.15304587520927518,302863101.6666667,-0.6584362139917695,51.73333333333333
2025-01,보증,176821414,-9.4,74,-9.9,78.16666666666667,168250645,75.7,-0.09397419517516167,1287184991.6666667,-0.1179976162097736,78.16666666666667,-0.08557689194652204,1209470655.6666667,-0.13485714285714281,79.33333333333333
2025-01,기술,28224443,-7.4,41.6,19,29.666666666666668,15463835,48,-0.07416162573669569,305249435.3333333,0.8407079646017699,29.666666666666668,0.00352965340412974,205563119.66666666,0.4860681114551085,37.4
2025-01,책임,147131832,0.8,44.8,-24.3,54.166666666666664,112463238,52.2,0.007720862070936405,1155617470,-0.3516642547033285,54.166666666666664,0.13746376752228867,872272620.3333334,-0.18181818181818174,59.800000000000004
2025-01,상해,431897873,7.7,94.7,-1,92.93333333333334,395676835,92.2,0.07743249620166379,1591883934,-0.01044932079414838,92.93333333333334,0.07355088104685158,1457146351.6666667,-0.005393743257820927,92.7
2025-01,종합,160560362,-8.3,30.2,-8,29.133333333333336,32043623,35.1,-0.08292773472563354,1733565947,-0.2094240837696336,29.133333333333336,0.03910878024821774,773074555.3333334,-0.37765957446808507,47.36666666666667
2025-01,기타특종,172175514,-6.8,69.2,-5.5,84.96666666666665,101380752,77.1,-0.06808939389196841,1702981280.3333333,-0.07362784471218206,84.96666666666665,-0.11267158076201533,1350839197.3333333,0.05471956224350206,82.89999999999999
2025-01,권원,8276552,-23.2,22.8,29.6,20.433333333333334,7712855,21,-0.2318649003955038,85913113,-4.352941176470589,20.433333333333334,-0.23179255359625053,79885965.66666667,-17.153846153846153,20.133333333333333
2025-01,해외원보험,95006299,28.4,120.7,58.9,73.7,37691643,168,0.2842209207723912,845723403.6666666,0.9530744336569581,73.7,0.023158338265669928,424906535,0.92,98.66666666666667
2025-02,합계,21443399521,5.3,86.6,0.2,86.03333333333335,20563739741,86.8,0.05277149964622278,53045061210,0.0023148148148146833,86.03333333333335,0.04921174111829318,51807440490.333336,-0.014755959137343896,86.56666666666666
2025-02,일반보험,2791723818,,75.89513928304352,,,,,0.04397648914701275,6174287069,0.13987641600557266,71.83960945263043,,,,
2025-02,장기보험,11755181421,6.4,80,-3.9,80.10000000000001,11347999764,80.7,0.06432032740749857,28519054928.666668,-0.04648390941597146,80.10000000000001,0.05474875536972087,27761662710,-0.03814064362336118,80.23333333333333
2025-02,자동차보험,3140260009,-3.9,85.3,4.3,83.76666666666667,3109836903,85.5,-0.038599544536282955,8139409781.333333,0.05308641975308639,83.76666666666667,-0.0380021791141995,8066694566,0.05425400739827381,83.89999999999999
2025-02,화재,54442709,7.3,46.3,4.5,52.333333333333336,40077914,55.3,0.0729940827833264,145219705.33333334,0.1076555023923445,52.333333333333336,0.22876786033308516,103135398,-0.07214765100671149,56.03333333333333
2025-02,해상,174809049,5.3,178.5,105.5,97.56666666666666,72275725,48.6,0.05263658989991112,432204036.3333333,1.4452054794520548,97.56666666666666,0.11022332538373787,186143284.33333334,-0.3894472361809045,48.13333333333333
2025-02,보증,345381179,-8.2,74.8,-5.4,76.16666666666667,331674346,76.4,-0.08186773357500331,819720949.3333334,-0.06733167082294271,76.16666666666667,-0.07656820076876562,771735339.6666666,-0.055624227441285534,77.60000000000001
2025-02,기술,53363767,-7.9,42.4,23.3,36.166666666666664,34218783,53.2,-0.07886167146426869,180905864.33333334,1.2198952879581149,36.166666666666664,-0.06383230128709853,120505026,0.8033898305084747,44.96666666666667
2025-02,책임,296193021,2.6,44.7,-21.2,50.43333333333334,222424165,58.4,0.02629528177692697,729090467,-0.3216995447647952,50.43333333333334,0.07124058631007812,550052165.6666666,-0.14494875549048314,58.699999999999996
2025-02,상해,692585721,13,97.9,6.1,95.40000000000002,628221397,97.4,0.13036464395880595,1145533220.6666667,0.06644880174291949,95.40000000000002,0.12527033085423037,1045626084.3333334,0.06798245614035091,94.60000000000001
2025-02,종합,298307362,-4.3,42.4,29.2,34.199999999999996,109768419,58.5,-0.04339666165859926,1027864557.3333334,2.2121212121212124,34.199999999999996,0.008033047209878708,443447065.3333333,0.23678646934460895,49.800000000000004
2025-02,기타특종,658872812,3.2,62.3,-8.5,77.30000000000001,281489313,62,0.03245689357299651,1114720406.3333333,-0.1212976022566997,77.30000000000001,-0.009194429916770861,857064639.6666666,-0.10662824207492802,75.73333333333333
2025-02,권원,19199913,-20.4,15.9,11.3,19.4,17958306,14.1,-0.2040845158293591,52072086.333333336,2.382978723404255,19.4,-0.2033253568150344,48470139.666666664,0.8552631578947368,18.333333333333332
2025-02,해외원보험,198568285,34.4,75.6,23,82.3,103099109,108.2,0.34376197592441193,526955776,0.4345351043643262,82.3,0.23305794243165098,267152593,0.3801020408163265,114.13333333333333
2025-03,합계,31421680756,2.9,86.7,3,86.63333333333333,30474080796,86.5,0.029013445923174865,21491291474.333332,0.037081339712918764,86.63333333333333,0.025164839001173913,20756921731.333332,0.011695906432748537,86.73333333333333
2025-03,일반보험,4030782122,,78.0116460828641,,,,,0.046542562494249026,2716019603,0.307046890857364,75.61075160268241,,,,
2025-03,장기보험,17725161130,6.5,80.4,-0.9,80.3,17185235811,80.4,0.0648457068354807,11763575441.666666,-0.011070110701106906,80.3,0.059670984528600195,11396129235.333334,-0.011070110701106906,80.50000000000001
2025-03,자동차보험,4861119821,-3.1,82.9,3.3,83.53333333333333,4821412764,82.8,-0.03060559125187194,3191334968,0.04145728643216095,83.53333333333333,-0.02950332535405039,3162365394.3333335,0.04020100502512566,83.60000000000001
2025-03,화재,83137211,6.6,70.9,35.9,58.53333333333333,61923376,71.7,0.06584693527124157,54873772.666666664,1.0257142857142858,58.53333333333333,0.15262400316582045,38822553.666666664,0.3376865671641791,61.5
2025-03,해상,275748630,9.3,206.9,132.3,149.36666666666667,121867628,53.8,0.09303690569549024,176324953.66666666,1.7734584450402147,149.36666666666667,0.05696237844078111,75514175,-0.2911725955204217,45.20000000000001
2025-03,보증,507398033,-7,75.5,-5.4,74.76666666666667,466453010,78.1,-0.0696065228060193,343200208.6666667,-0.06674907292954271,74.76666666666667,-0.08383997798071864,322126000.3333333,-0.05218446601941761,76.73333333333333
2025-03,기술,90520569,-13.3,46.9,17.6,43.63333333333333,59878843,68.8,-0.13315947537976752,57369593,0.5952380952380952,43.63333333333333,-0.24145307715166664,36520487,0.7114427860696515,56.666666666666664
2025-03,책임,512906453,7.6,42.3,-15.9,43.93333333333334,402860032,55.9,0.07560462086094635,318743768.6666667,-0.27194492254733227,43.93333333333334,0.08956707746248746,245915811.66666666,-0.20370370370370375,55.5
2025-03,상해,905316455,12.4,93.7,3.1,95.43333333333334,813154525,94.7,0.12356687991209427,676600016.3333334,0.03421633554083895,95.43333333333334,0.10736279210282904,612350919,0.03723986856516983,94.76666666666667
2025-03,종합,512082166,-2.4,40.7,28.3,37.766666666666666,234862084,53.4,-0.02379444647725483,323649963.3333333,2.3089430894308944,37.766666666666666,0.059787188173721036,125558042,0.1710526315789473,49
2025-03,기타특종,803730469,1.3,77.2,26.8,69.56666666666666,501859700,78.3,0.012893402234526759,544926265,0.5317460317460319,69.56666666666666,-0.012514303951167451,294909921.6666667,0.038461538461538346,72.46666666666665
2025-03,권원,29908883,-15.8,18.7,6.4,19.133333333333336,27836510,17.4,-0.1575196056537475,19128449.333333332,0.5203252032520324,19.133333333333336,-0.1608734858785698,17835890.333333332,0.23404255319148928,17.5
2025-03,해외원보험,310033253,31.8,61.2,3.6,85.83333333333333,172356608,90.1,0.3176714854326301,201202612.33333334,0.06250000000000003,85.83333333333333,0.23613753237349483,104382453.33333333,0.95021645021645,122.09999999999998
2025-04,합계,41353051263,3.4,87.9,4.9,87.06666666666668,40119624192,87.1,0.03423385677120275,31406043846.666668,0.0577617328519857,87.06666666666668,0.03141327763914774,30385814909.666668,0.025912838633686555,86.8
2025-04,일반보험,5278161470,,86.64823689546958,,,,,0.05074619390580994,4033555803.3333335,0.43340750070347267,80.18500742045907,,,,
2025-04,장기보험,23693783568,6.5,81.4,0.7,80.60000000000001,23010200514,81.2,0.06498045341589216,17724708706.333332,0.007425742574257531,80.60000000000001,0.06152720714857138,17181145363,0.006195786864931846,80.76666666666667
2025-04,자동차보험,6499791667,-2.7,83.6,3.8,83.93333333333332,6447498688,83.6,-0.026886990180619,4833723832.333333,0.04761904761904758,83.93333333333332,-0.025483134967950374,4792916118.333333,0.046307884856069945,83.96666666666667
2025-04,화재,112152883,6.1,78.4,38.9,65.2,82600032,74.1,0.06140122540377092,83244267.66666667,0.9848101265822786,65.2,0.14469735301589318,61533774,0.4360465116279068,67.03333333333333
2025-04,해상,382702137,9.1,160.6,91.5,182,157318956,55.5,0.09051472115699985,277753272,1.324167872648336,182,0.06924554017933593,117154103,-0.2550335570469799,52.63333333333333
2025-04,보증,702995088,-2.4,77.9,-3.9,76.06666666666668,652886760,78.6,-0.02371844016397184,518591433.3333333,-0.04767726161369183,76.06666666666668,-0.0332698810481467,483671372,-0.04957678355501824,77.7
2025-04,기술,125824807,-6.5,63.7,39.5,51,75962803,80.7,-0.06506219328029947,89903047.66666667,1.6322314049586777,51,-0.18829398342872913,56686809.666666664,1.1462765957446808,67.56666666666666
2025-04,책임,638495022,7.9,44,-15.9,43.666666666666664,506836934,55.5,0.07864074353859002,482531498.6666667,-0.26421404682274247,43.666666666666664,0.08741762022573651,377373710.3333333,-0.1814159292035398,56.6
2025-04,상해,1091413324,9.5,93.7,4.1,95.10000000000001,981114724,95.1,0.09496364507241926,896438500,0.04459308807134894,95.10000000000001,0.0826642215367671,807496882,0.05082872928176789,95.73333333333335
2025-04,종합,720049822,-2.3,45.1,29.9,42.73333333333333,295514903,59.8,-0.022608515569630297,510146450,1.967105263157895,42.73333333333333,0.012388901488393573,213381802,0.4170616113744074,57.23333333333333
2025-04,기타특종,1021334843,2.3,132.1,72.5,90.53333333333335,696440423,80.5,0.022739829795702188,827979374.6666666,1.2164429530201342,90.53333333333335,0.026053734364894363,493263145.3333333,0.036036036036036,73.60000000000001
2025-04,권원,40819185,-12.5,19.9,4.5,18.166666666666668,38028225,18.6,-0.12485977002090473,29975993.666666668,0.2922077922077921,18.166666666666668,-0.12493547737446484,27941013.666666668,0.1341463414634148,16.7
2025-04,해외원보험,442374359,29.6,58.2,8.9,65,229381659,80.5,0.2960811468125825,316991965.6666667,0.18052738336714008,65,0.24587122928227892,168279125.33333334,0.6805845511482255,92.93333333333334
2025-05,합계,51252774877,3.4,88.1,5.5,87.56666666666668,49698413981,86.4,0.03357356060538259,41342502298.666664,0.06658595641646489,87.56666666666668,0.03067875228165015,40097372989.666664,0.027348394768133312,86.66666666666667
2025-05,일반보험,6554887404,,89.03430906533389,,,,,0.040711626809626596,5287943665.333333,0.44940257255867044,84.56473068122251,,,,
2025-05,장기보험,29678056533,6.5,80.9,0.5,80.9,28851308304,80.7,0.06488847655534524,23699000410.333332,0.006218905472636815,80.9,0.062253798072058344,23015581543,0.003731343283582054,80.76666666666667
2025-05,자동차보험,8119118671,-3.3,83.3,3.3,83.26666666666667,8057144571,83.3,-0.032997053868551944,6493343386.333333,0.04124999999999997,83.26666666666667,-0.031344502493274515,6442018674.333333,0.03995006242197257,83.23333333333333
2025-05,화재,139710603,3.2,68,32.6,72.43333333333334,106330970,64.1,0.03237941227235859,111666899,0.92090395480226,72.43333333333334,0.11188188197420319,83618126,0.4244444444444443,69.96666666666667
2025-05,해상,491026784,11,131.5,64.7,166.33333333333334,202981360,52.2,0.10950592663250633,383159183.6666667,0.9685628742514971,166.33333333333334,0.06454438628934336,160722648,-0.28688524590163933,53.833333333333336
2025-05,보증,854872488,-2.7,75.8,-5.6,76.39999999999999,800989317,76.7,-0.026962754352455768,688421869.6666666,-0.0687960687960689,76.39999999999999,-0.0358665647287589,640109695.6666666,-0.06804374240583226,77.8
2025-05,기술,157855667,-16.6,68.8,44.6,59.79999999999999,100521469,79.7,-0.1659171841664882,124733681,1.831275720164609,59.79999999999999,-0.245822618361466,78787705,1.5301587301587303,76.39999999999999
2025-05,책임,790757615,7.4,43,-15.2,43.1,612042764,54.5,0.07357135431675124,647386363.3333334,-0.2598967297762479,43.1,0.08044682753255807,507246576.6666667,-0.17797888386123678,55.300000000000004
2025-05,상해,1251756867,8.7,91.6,2.3,93,1133457021,93.1,0.08656935588055804,1082828882,0.02575587905935047,93,0.0743155105979102,975908756.6666666,0.03215077605321498,94.3
2025-05,종합,952484117,-3.7,86.7,67.2,57.5,376989062,77.1,-0.03701315168165866,728205368.3333334,3.4461538461538463,57.5,-0.11016042382386249,302455349.6666667,0.7133333333333332,63.43333333333333
2025-05,기타특종,1308323214,1.9,129.9,59.6,113.06666666666668,839348920,74.7,0.018659550551353148,1044462842,0.8451704545454545,113.06666666666668,0.024463579755977013,679216347.6666666,-0.023529411764705844,77.83333333333333
2025-05,권원,51351799,-11.1,18.5,4.8,19.03333333333333,47844174,17.5,-0.11074231539869342,40693289,0.3405797101449275,19.03333333333333,-0.10919230545588683,37902969.666666664,0.1986301369863014,17.833333333333332
2025-05,해외원보험,556748250,28.6,57,10.2,58.800000000000004,289887808,73.2,0.2858972956479777,436385287.3333333,0.21794871794871803,58.800000000000004,0.20103055655888474,230542025,0.4581673306772908,81.26666666666667
2025-06,합계,63780044138,5.5,85.3,3.1,87.10000000000001,61988923833,86.6,0.0550145123094048,52128623426,0.03771289537712888,87.10000000000001,0.05297301036713548,50602320668.666664,0.033412887828162256,86.7
2025-06,일반보험,8061964632,,84.74850334101541,,,,,0.04154830645135402,6631671168.666667,0.43734500835737244,86.81034976727295,,,,
2025-06,장기보험,35692693707,6.5,80.6,0.9,80.96666666666667,34721805719,80.4,0.06515898073969187,29688177936,0.011292346298619717,80.96666666666667,0.06308553677764786,28861104845.666668,0.008782936010037677,80.76666666666667
2025-06,자동차보험,9746153116,-2.9,83.2,3.1,83.36666666666666,9676026374,83.2,-0.02940808191333435,8121687818,0.040000000000000036,83.36666666666666,-0.027426900073980055,8060223211,0.040000000000000036,83.36666666666666
2025-06,화재,167828317,2,65.3,26.2,70.56666666666666,130205930,64.8,0.01982557022147044,139897267.66666666,0.6700767263427109,70.56666666666666,0.09709795670430167,106378977.33333333,0.390557939914163,67.66666666666667
2025-06,해상,577821382,10.1,115.7,55.7,135.93333333333334,244014805,52.6,0.10138602567604463,483850101,0.9315525876460768,135.93333333333334,0.054687328968134954,201438373.66666666,-0.2354651162790697,53.43333333333334
2025-06,보증,1018681220,-1.2,73.9,-4.9,75.86666666666666,942076083,75.5,-0.011785012268939021,858849598.6666666,-0.062182741116751164,75.86666666666666,-0.024271594608880943,798650720,-0.055068836045056385,76.93333333333334
2025-06,기술,222833804,-8.3,62.8,37.8,65.10000000000001,137782607,72.8,-0.08348333841419758,168838092.66666666,1.5220883534136547,65.10000000000001,-0.19299002508741422,104755626.33333333,1.2893081761006289,77.73333333333333
2025-06,책임,991382597,6.3,59.3,2.9,48.76666666666667,749377566,57.5,0.06310714125118684,806878411.3333334,0.051418439716312034,48.76666666666667,0.06316829599200892,622752421.3333334,-0.06351791530944623,55.833333333333336
2025-06,상해,1432216621,8.9,90.9,2.9,92.06666666666668,1298968974,92.1,0.08895594699077496,1258462270.6666667,0.03295454545454552,92.06666666666668,0.07692937756002083,1137846906.3333333,0.03599550056242957,93.43333333333332
2025-06,종합,1315076459,-4.4,76.3,52.4,69.36666666666667,562909918,69.5,-0.044267307496799184,995870132.6666666,2.192468619246862,69.36666666666667,-0.11036578107002841,411804627.6666667,0.4097363083164301,68.8
2025-06,기타특종,1581409749,2.9,119.7,53.2,127.23333333333333,1100712185,78.3,0.028978113950025617,1303689268.6666667,0.8,127.23333333333333,0.03682338806980879,878833842.6666666,0.03162055335968368,77.83333333333333
2025-06,권원,61718353,-9.2,16.5,1.1,18.3,57468946,15.6,-0.09160922423329816,51296445.666666664,0.07142857142857141,18.3,-0.08911279306138163,47780448.333333336,-0.04878048780487799,17.233333333333334
2025-06,해외원보험,692996130,26.3,52.7,3.9,55.96666666666667,369463833,75.2,0.26309191601823,564039579.6666666,0.07991803278688536,55.96666666666667,0.17430612000737988,296244433.3333333,0.4803149606299214,76.3
2025-07,합계,73818728939,5.3,86.8,4.2,86.73333333333333,71094348321,86.8,0.053356193932480075,62950515984.666664,0.05084745762711868,86.73333333333333,0.042444167635086516,60927228711.666664,0.030878859857482118,86.60000000000001
2025-07,일반보험,9303330035,,77.88334768952437,,,,,0.04252649891918232,7973394023.666667,0.2861731661109028,83.8887200319579,,,,
2025-07,장기보험,41744601693,6.5,79.7,-0.4,80.39999999999999,40009320518,80.7,0.06478791874363123,35705117311,-0.004993757802746461,80.39999999999999,0.04688801090798968,34527478180.333336,0.008750000000000036,80.60000000000001
2025-07,자동차보험,11419983479,-2.8,84.5,4.1,83.66666666666667,11338723048,84.5,-0.027509901278774913,9761751755.333334,0.05099502487562182,83.66666666666667,-0.02530936346668506,9690631331,0.05099502487562182,83.66666666666667
2025-07,화재,196244500,0.9,65.5,22.5,66.26666666666667,150512059,67,0.009158162584600485,167927806.66666666,0.5232558139534884,66.26666666666667,0.08597736391205385,129016319.66666667,0.3163064833005894,65.3
2025-07,해상,657999607,6.8,106.5,50,117.89999999999999,276843974,54.5,0.0679443704653582,575615924.3333334,0.8849557522123894,117.89999999999999,0.03702165094368777,241280046.33333334,-0.1865671641791045,53.1
2025-07,보증,1164535908,-2,70.6,-10.2,73.43333333333332,1080300122,71.9,-0.02009900180205684,1012696538.6666666,-0.12515489467162338,73.43333333333332,-0.031781445569533356,941121840.6666666,-0.1134401972872995,74.7
2025-07,기술,277066314,-1.4,60.8,38.5,64.13333333333333,160626897,72.3,-0.01431696002383971,219251928.33333334,1.726457399103139,64.13333333333333,-0.15270990240045462,132976991,1.545774647887324,74.93333333333334
2025-07,책임,1135370645,4.9,59,3.4,53.76666666666667,859912760,58.8,0.048843357621293014,972503619,0.06115107913669062,53.76666666666667,0.05060279930483112,740444363.3333334,-0.042345276872964195,56.93333333333334
2025-07,상해,1622744560,8,91.4,2,91.3,1479211157,92.7,0.07983285958584048,1435572682.6666667,0.022371364653243846,91.3,0.07147879651485027,1303879050.6666667,0.027716186252771616,92.63333333333333
2025-07,종합,1511444380,-5,71.8,41.9,78.26666666666667,618132442,68.9,-0.04950844216698133,1259668318.6666667,1.3933333333333333,78.26666666666667,-0.11124548877595467,519343807.3333333,0.25959780621572215,71.83333333333333
2025-07,기타특종,1799582615,4.6,96.3,27.6,115.30000000000001,1262519559,79.3,0.045812531314712475,1563105192.6666667,0.40379008746355693,115.30000000000001,0.031161192975411124,1067526888,0.04342105263157891,77.43333333333334
2025-07,권원,71429347,-10,18.6,0.9,17.866666666666667,66575162,17.6,-0.10016047473866087,61499833,0.050847457627118765,17.866666666666667,-0.09657814624121787,57296094,-0.05376344086021505,16.900000000000002
2025-07,해외원보험,866912159,29.7,50.9,1,53.53333333333333,421662180,74.7,0.29749257650909994,705552179.6666666,0.02004008016032064,53.53333333333333,0.28440606353252534,360337940.3333333,0.2028985507246377,74.36666666666667
2025-08,합계,83046173593,5,86.2,3.5,86.10000000000001,80233700703,86.5,0.04999876902233145,73548315556.66667,0.04106280193236722,86.10000000000001,0.040466013705502485,71105657619,0.02731591448931113,86.63333333333333
2025-08,일반보험,10275303979,,74.02587576695963,,,,,0.04039381864655609,9213532882,0.20516422880652552,78.88590893249982,,,,
2025-08,장기보험,47864878822,6.5,79.8,-0.3,80.03333333333335,45979432442,80.6,0.06536945332361482,41767391407.333336,-0.00374531835205989,80.03333333333335,0.04966290669940822,40236852893,0.007499999999999929,80.56666666666668
2025-08,자동차보험,12940386584,-2.9,84.8,3.9,84.16666666666667,12852791480,84.8,-0.029105465621424634,11368841059.666666,0.048207663782447355,84.16666666666667,-0.02676016778126386,11289180300.666666,0.048207663782447355,84.16666666666667
2025-08,화재,222023997,0.2,63.9,15.3,64.9,174708492,67.6,0.0024280155571751697,195365604.66666666,0.31211498973305946,64.9,0.09284476001498032,151808827,0.18388791593695258,66.46666666666667
2025-08,해상,748961253,5,98,45.6,106.73333333333333,323102973,54.4,0.0501851848496985,661594080.6666666,0.8702290076335878,106.73333333333333,0.02633871574265124,281320584,-0.1309904153354633,53.833333333333336
2025-08,보증,1311839562,-1.5,71.1,-11.3,71.86666666666666,1223585106,72.1,-0.01494128685350245,1165018896.6666667,-0.13713592233009722,71.86666666666666,-0.025415019712033585,1081987103.6666667,-0.12711864406779663,73.16666666666667
