month,focus_group,전속_monthly_first_premium,전속_share_pct,전속_yoy,GA_대리점_monthly_first_premium,GA_대리점_share_pct,GA_대리점_yoy,방카슈랑스_monthly_first_premium,방카슈랑스_share_pct,방카슈랑스_yoy,CM_온라인_monthly_first_premium,CM_온라인_share_pct,CM_온라인_yoy,기타_monthly_first_premium,기타_share_pct,기타_yoy
2024-05,보장성보험,-134587201.79500002,31.36074130690266,-0.5242669185987006,-250256281.383,68.63925869309733,-0.5016073833679663,-71006187.674,0,-0.21642323478681666,-5015428.562,0,-0.545532737318749,-5011574.697000001,0,-0.5896745735793593
2024-06,전체,1043048.400000006,28.89023632057519,-0.5784256249388449,884815.3110000193,52.6031178316846,-0.6112008807413171,0,15.41364208521602,-1,277282,1.143517571751277,-0.6158039128747991,357180.27999999933,1.9494861907729237,-0.5973961862792445
2024-06,보장성보험,-139400846.46,32.050283602022276,-0.548006446681432,-256882512.811,67.94971639797772,-0.533378000238887,-77229937.582,0,-0.1819120471118777,-5480422.997,0,-0.5446742838943474,-9489355.844,0,-0.2839015224379865
2024-07,전체,1181331.3999999762,29.625728371054443,-0.9564153812573677,979179.8109999895,55.17151739606636,-0.9793511243839159,0,12.919111903467753,-1,299677,1.104644128277473,-0.7431588276619989,432413.28000000026,1.1789982011339664,-0.534009879702299
2024-07,보장성보험,-187224789.55700004,31.832479402866703,-867.3187948334074,-352016704.11,68.16741223588755,-809.3438457097852,-84051072.64600001,0,,-6927672.197000001,0.00010836124574180778,,-7308681.8,0,
2024-08,전체,972950.400000006,25.77920871319499,1.2405537881221704,1010893.9109998941,51.50944241134319,1.7163395458317805,345321,20.014544285604924,,318537,1.3590471314762105,1.398242747758261,479544.2800000012,1.3377574583807026,2.1410717303447404
2024-08,보장성보험,-186180410.745,29.765967940153676,2.5907924253338,-371274561.18999994,65.95397608630549,2.9975838916368516,-145455207.04500002,4.279958071186326,1.8425467668043989,-9733477.336,0.00009790235451033076,3.89919076802043,-9459088.162999999,0,4.027197850431688
2024-09,전체,1369477.800000012,30.24938409004442,1.2330060107072407,1129779.9110000134,55.831504647203545,1.2569408678169312,0,11.496308399148987,,347957,1.1200343053578663,0.9382523493073234,537703.2799999993,1.3027685582451842,1.5655618484147211
2024-09,보장성보험,-240469779.336,30.882673666436368,1.840234790356197,-446972880.86599994,69.11723800111189,1.8574701100924036,-93724457.914,0,0.5631435408273249,-8834357.002,0.00008833245176074269,1.7669126095125376,-10168116.094,0,2.38539042400327
2024-10,전체,1461164.9000000358,31.779018867955287,0.9016253795468757,1206456.8109999895,55.52898472505379,0.985847766126842,0,10.36462558749335,,385187,1.0737118800753964,0.8191422539800983,584216,1.2536589394221773,1.1662077289598818
2024-10,보장성보험,-267162012.997,30.65494978039721,1.4532390374413984,-498106307.189,69.34496853581234,1.4896419340268736,-97817173.33199999,0,0.4883138274209313,-9804865.955,0.00008168379044807726,1.3918091661954488,-11338603.912,0,1.8555733434039463
2024-11,전체,1585386.8999999762,31.641771727397256,0.6988853531168557,1303127.8109999895,54.982250770315545,0.7138902007148237,0,10.073952825474516,,439097,1.0641561941546704,0.7199188408976072,631895.5399999991,2.2378684826580093,0.9971585722860843
2024-11,보장성보험,-298023020.51900005,30.802318946811656,1.2143488871470969,-553020388.59,69.19733529826901,1.209816215336631,-106537711.969,0,0.5004003940914351,-10876973.73,0.00034575491932634057,1.1687027530230827,-12597359.366,0,1.5136529190198358
2024-12,전체,1944341.050000012,31.59433578334825,0.8640947534170043,1633124.4309999943,55.582918794813594,0.8457235207133058,0,9.498306557525694,,610507,1.0863067762443808,1.2017548921314762,658938.5400000028,2.2381320880680806,0.8448346028509862
2024-12,보장성보험,-327091542.394,32.5084020356851,1.3464100161533552,-612487830.126,67.48930385272656,1.3843111133712511,-109567746.398,0,0.4187211569563275,-11993999.24,0.002294111588340591,1.1885170627459871,-13741092.571999999,0,0.44805325017802106
2025-01,전체,24098558.636,26.70212311081015,19.399490469821156,43638374.635,48.352985315840314,43.56625243369164,7021145.422,7.779697212142637,,1233068.737,1.3662872421871257,3.114659239781498,14258450.087,15.798907119019765,31.974126250239102
2025-01,보장성보험,211332,38.29900597142055,-1.0011287607826935,340463,61.70099402857946,-1.0009671785344982,0,0,-1,0,0,-1,0,0,-1
2025-02,전체,366003.200000003,26.552451621230038,-0.6238213170990003,309789.81599999964,49.476143549963005,-0.6935486378648965,0,14.76206831555474,-1,121570.00000000047,1.2046441821204754,-0.6183488888261004,111444,8.004692331131746,-0.7676043597058446
2025-02,보장성보험,-49316388.931,35.32360735484051,-0.7351150492489478,-92402084.987,64.64725408558786,-0.751121960279651,-27401343.738,0,-0.8116166186506973,-2170970.2229999998,0.029138559571633648,-0.7769584139297779,-1730871.665,0,-0.8170149558632462
2025-03,전체,522227.59999999404,26.851676973284423,-0.6186666187652041,439439.61599999666,51.270129221925686,-0.6110396266375182,0,15.580956150900633,,188230,1.132891268735364,-0.4590423529344143,155057,5.164346385153915,-0.7116309203098032
2025-03,보장성보험,-82940406.751,32.544117920085185,-0.6550901032968874,-159031216.341,67.43865431044334,-0.6442038809314772,-47485961.965,0,-0.49334503477659664,-3388966.302,0.017227769471472535,-0.6163878931728958,-2759738.9409999996,0,-0.7285889622534438
2025-04,전체,644044,27.163868342351165,-0.5592256561870709,538063.1159999967,51.75984344315061,-0.5540137772905314,0,15.882222985250117,,227630,1.110346440574167,-0.4090402843294296,193849,4.083718788673924,-0.6681895052514824
2025-04,보장성보험,-112641430.33399999,33.12768796557969,-0.5783778199961951,-215554425.637,66.8596773145614,-0.5672521658008024,-61597571.447000004,0,-0.3702785579590151,-4476987.513,0.012634719858927121,-0.5433912576115376,-3716660.2830000003,0,-0.6722118250319564
2025-05,전체,766528.2000000179,27.36672811678472,-0.5165040155182123,642944.3159999847,51.89958016429661,-0.5066145388251637,0,16.096234788400977,,260010,1.0935796652256233,-0.4078529345452144,236805,3.5438772652920565,-0.6252466032597724
2025-05,보장성보험,-137709673.885,33.017149440822585,-0.5379226958871102,-262423741.309,66.972404947976,-0.5254718510865672,-71416214.41999999,0,-0.3296625852000609,-5364214.055,0.010445611201419418,-0.5068284443673103,-4597562.578,0,-0.6350375944335825
2025-06,전체,882758.2000000179,27.380983057914786,-0.54598592669737,734897.3159999847,51.72704388218906,-0.5500053137102403,0,16.653255859774045,,277380,1.0788818219701515,-0.5456563151610055,281072,3.159835378151965,-0.5734473202918154
2025-06,보장성보험,-162752119.267,32.34681823944923,-0.5024263908635217,-309005338.498,67.64422841711284,-0.49549146399458754,-82160200.342,0,-0.25014246397332396,-6278368.861,0.008953343437937463,-0.47654083218034293,-5529848.602,0,-0.5975684922414334
2025-07,전체,985443.1999999881,27.293898524406668,-0.9591077949978357,812421.3159999847,51.654125699176376,-0.9813828694859688,0,17.123960508786553,-1,317540,1.072903645448597,-0.7424798873965774,325000,2.8551116221818,-0.9772064987416609
2025-07,보장성보험,-191494187.449,31.905848434590567,-907.1296322800143,-364887644.981,68.08643740407167,-1072.7394988031006,-92152181.84300001,0,,-7389286.443,0.0077141613377604435,,-6792218.508,0,
2025-08,전체,1069817.199999988,25.491144288999983,1.9229722581659925,888446.3159999847,48.187644114339804,1.867900331494389,0,22.836422519943117,,361970,1.0156396002064525,1.977461544788999,376996,2.469149476510653,2.3828290441836257
2025-08,보장성보험,-217231999.557,32.05261098898775,3.404864270596447,-413418299.305,67.9376571484806,3.474123060785518,-100620210.378,0,2.6720903668114846,-8408474.43,0.009731862531649187,2.8731412991840015,-7777512.114999999,0,3.4934077276029583
2025-09,전체,1170952.699999988,24.14117416824623,1.2422267608988906,962716.3160000443,45.71843304818622,1.1907818069822171,0,26.99076187685038,,411740,0.9650994100213859,1.1874302714763854,420667,2.1845314966957914,1.7129829675538673
2025-09,보장성보험,-243378681.65,32.15592751195339,1.9343801312749844,-464312269.22,67.83510172742747,1.9196297425305882,-112321550.447,0,1.365363273672074,-9456613.578,0.008970760619139493,1.7904123957854565,-8737986.476,0,2.1662366125231265
2025-10,전체,1256358.8600000143,22.5490673493643,0.9507345150331566,1028156.3159999847,42.674602040989384,0.910847046427154,0,31.92715223162596,,433290,0.9101034211945108,0.903483723586522,448330.6600000039,1.939074956825843,1.3127829392981334
2025-10,보장성보험,-266918454.42799997,32.83345965543878,1.369629483898986,-508869863.15800005,67.15841638236702,1.360748853354335,-121567557.107,0,0.9735771110976278,-10487911.474000001,0.008123962194197374,1.3426269212379642,-9660843.55,0,1.5993345677001172
2025-11,전체,1371245.060000062,21.950722940918112,0.7889036045901899,1122047.9160000086,41.74953515458839,0.7451712194622391,0,33.56221854592598,,483310,0.9201624280642279,0.8588131225722088,486636.6600000039,1.8173609305032918,1.055010071577897
2025-11,보장성보험,-291043265.709,32.41965166236474,1.1134554857202508,-557612028.989,67.57283791592344,1.124853590637671,-130775402.208,0,0.8311724202981078,-11895694.907,0.007510421711814163,1.2176025760776619,-10790566.64,0,1.3470189816739893
