month,product_group,monthly_first_premium_flow,monthly_first_premium_yoy,monthly_first_premium_ma3,monthly_renewal_premium_flow,monthly_renewal_premium_yoy,monthly_renewal_premium_ma3,lump_sum_first_premium_flow,lump_sum_first_premium_yoy,total_amount_flow,total_amount_yoy,total_amount_ma3
2024-07,무저해지형_질병보험,22263236,0.8772565648685483,21097499.666666668,440917547,0.5981967454353834,424549881,0,,463593583,0.6086822148718262,446308299
2024-07,무저해지형_상해,8031070,0.5354787914199012,9527201,222103279,0.18454627899320217,220675555.33333334,0,,230708895,0.19294425035760576,230724896.33333334
2024-07,무저해지형_어린이,4054543,-0.21916359625033027,4218005.333333333,221839200,0.05460201164157605,220548849.66666666,0,,225896505,0.048000214854966215,224767974
2024-07,무저해지형_치매간병,497453,0.4503468041249136,771721.6666666666,33895854,-0.0837952038840158,33532918,0,,38355418,-0.28517943477961955,38702880.333333336
2024-08,원리금보장형장기손해보험합계,82172286,-0.06767316587157864,82308386.66666667,5605549707,0.06835867785205495,5567493021.666667,112459,-0.9966408621692511,5711311439,0.05727902820794749,5673928342.333333
2024-08,개인보험,81688475,-0.06860612965522915,81777531,5582329258,0.06861786620130352,5544300674,112459,-0.9966408621692511,5687436211,0.05747886502289899,5649999665.666667
2024-08,보장성보험,81459709,-0.07021794838006472,81568878.66666667,5550248837,0.07340718595375659,5510839144.333333,111058,-0.669785710675218,5654156218,0.06871534266691467,5614919503.666667
2024-08,저축성보험,228766,1.433654961117435,208652.33333333334,32080421,-0.39692099498007233,33461529.666666668,1401,-0.9999577276228713,33279993,-0.6204710630222302,35080162
2024-08,단체보험,483811,0.12210695259101546,530855.6666666666,23220449,0.009495684054654483,23192347.666666668,0,,23875228,0.011734182275086436,23928676.666666668
2024-08,표준형,43101538,-0.17716088597634175,45199863.333333336,4598401170,0.03530434211184339,4581668009,95480,-0.7161045548746584,4659226834,0.034219423327076885,4644096396
2024-08,무저해지환급형,38358171,0.08878886275973792,36369015.333333336,951847667,0.30552856444659865,929171135.3333334,15578,,994929384,0.26654816187719393,970823107.6666666
2024-08,표준형_질병보험,9129145,-0.2923544410002813,9702441.333333334,1284975906,0.00844047147583983,1287573705,36471,-0.13792369876613247,1295535971,0.00532998665751138,1298843849.6666667
2024-08,표준형_상해,12565756,-0.15057783933117286,12796883.333333334,1378717174,0.00020583873836217928,1381996815.3333333,936,-0.9622428398547802,1394805642,-0.0017088581018599785,1398343522.6666667
2024-08,표준형_실손의료,3824028,0.31588875866212535,4073154,275603169,0.25327630785552696,271456730,0,,279705792,0.25391627556078034,275846025.3333333
2024-08,표준형_운전자,8480836,-0.0774690770487577,8881691,444313191,-0.0013834283450321137,444692452.3333333,0,,453898050,-0.0035124153841413134,455688672.6666667
2024-08,표준형_어린이,2614535,-0.5104197095326907,2903780.6666666665,389689730,-0.024181199277354206,391860622,2510,0.26831733198585145,392500221,-0.03056503237048975,394962826.6666667
2024-08,표준형_치매간병,390421,-0.6039623946813713,375310.3333333333,70673139,0.017250240389722393,71843337.66666667,0,,78900490,0.11370253542900077,78381571.66666667
2024-08,무저해지형_질병보험,24254087,0.49689318939494415,22629528.333333332,455757670,0.598545183163556,439783664.3333333,15578,,480389801,0.592483929543488,462927898.6666667
2024-08,무저해지형_상해,8411999,0.3499309708896627,8280886.666666667,229887236,0.2074070399110677,224759228.33333334,0,,238829064,0.21056367457589276,233569724.66666666
2024-08,무저해지형_어린이,4120153,-0.5474230820815524,3936102.6666666665,221963117,0.03596236175136173,221383761.33333334,0,,226087476,0.012184547590494848,225322237.33333334
2024-08,무저해지형_치매간병,494737,-0.8321982320911211,495284.3333333333,34163285,-0.11503904294562119,33956491.666666664,0,,38469489,-0.377152719211357,38688044
2024-09,원리금보장형장기손해보험합계,76777184,-0.06684032321859963,81274452,5601530814,0.06936150338630256,5594186515,112314,-0.9931491315853007,5693854968,0.06257246453153666,5695983946.333333
2024-09,개인보험,76266404,-0.06701409256823641,80756053,5578329381,0.06956494912970315,5570955875.666667,112314,-0.9931491315853007,5669984065,0.06276809473612348,5672074586.666667
2024-09,보장성보험,76122398,-0.07747021020703669,80566510,5547606664,0.07399055607374756,5538864746.666667,111564,-0.44557309267284223,5638219306,0.07033927907658805,5638627229.666667
2024-09,저축성보험,144006,-1.1869219776040456,189543,30722717,-0.3867447457335621,32091129,750,-0.9999536834101757,31764759,-0.5288237315983987,33447357
2024-09,단체보험,510780,-0.040147027872154906,518399,23201433,0.022595045771303956,23230639.333333332,0,,23870903,0.01805979132824141,23909359.666666668
2024-09,표준형,40648614,-0.05347787836014586,43968464.333333336,4573059285,0.0356234536224017,4587400384.666667,127142,-0.5586772326991631,4624733620,0.03391198197329181,4646184726
2024-09,무저해지환급형,35473784,-0.10350929448223467,36598045.666666664,974547379,0.29998599351532346,951464362,-15578,-0.8206725068781728,1013485686,0.27538673134744346,992442503.6666666
2024-09,표준형_질병보험,8681551,-0.30044810058855004,9158490,1279767903,0.014922280575443073,1286091078.3333333,52489,-0.8333888820114335,1289979864,0.011906746584073077,1296801417.6666667
2024-09,표준형_상해,12018337,-0.16028376554310084,12811856.666666666,1373251922,-0.0023498299199725273,1379845980,636,-1.0023643386357468,1388306094,-0.007700425325763559,1395958748.6666667
2024-09,표준형_실손의료,3333103,0.6567847538759015,3815208.3333333335,278897732,0.25598257534048424,275434051,0,-1,282547381,0.26407021955248833,279544928.6666667
2024-09,표준형_운전자,7444775,-0.24177311699432835,8584988.666666666,443628321,0.0012650772464384379,444102600.6666667,0,-1,452185434,-0.003985077903056643,453898720.3333333
2024-09,표준형_어린이,2466538,-10.919638691826327,2722847,387436881,-0.026529696436354673,389764231.3333333,3105,-1.0124766439635948,390045442,-0.014027846701770853,392661294.3333333
2024-09,표준형_치매간병,1086512,-1.4260510581164085,609667.3333333334,69341766,0.013987524147394058,70647706,0,-1,72661691,0.05945984494219721,76419502.33333333
2024-09,무저해지형_질병보험,23282096,0.12117452298631852,23266473,473078985,0.605593889846194,456584734,-15578,,496714056,0.5727265386727451,480232480
2024-09,무저해지형_상해,7472588,-0.5234812718707404,7971885.666666667,233905584,0.21367319494835096,228632033,0,-1,242098522,0.15738673006182424,237212160.33333334
2024-09,무저해지형_어린이,3327237,0.04400675496738613,3833977.6666666665,222519436,0.013578210902929754,222107251,0,-1,225856743,0.014660925200544765,225946908
2024-09,무저해지형_치매간병,556896,-1.6300612303083237,516362,34127890,-0.17366796143848873,34062343,0,-1,37065914,-0.17225142551694878,37963607
2024-10,원리금보장형장기손해보험합계,82648109,0.1388932410810079,80532526.33333333,5655282228,0.06197669698185349,5620787583,1721301,-0.9473661792075827,5796443163,0.064203824689478,5733869856.666667
2024-10,개인보험,82206200,0.14067729336028106,80053693,5632030308,0.06218404513579553,5597562982.333333,1721301,-0.9473661792075827,5772547565,0.06443720657776272,5709989280.333333
2024-10,보장성보험,81943428,0.1387663873739132,79841845,5602244993,0.06696235844833329,5566700164.666667,217726,0.03489317204173301,5698457346,0.06765643480114163,5663610956.666667
2024-10,저축성보험,262772,1.392795352310186,211848,29785315,-0.42345805793189345,30862817.666666668,1503575,-0.9537261031557592,74090219,-0.1359445883800413,46378323.666666664
2024-10,단체보험,441909,-0.11778586529689025,478833.3333333333,23251920,0.014030139982170243,23224600.666666668,0,,23895598,0.010672596248665,23880576.333333332
2024-10,표준형,41992341,-0.05619742215338299,41914164.333333336,4597812899,0.028576363797661743,4589757784.666667,217726,0.03489317204173301,4651097010,0.02776171142702944,4645019154.666667
2024-10,무저해지환급형,39951087,0.4545995954903178,37927680.666666664,1004432094,0.2867853289693471,976942380,0,,1047360336,0.29002935026450327,1018591802
2024-10,표준형_질병보험,8900861,-0.2685463699618917,8903852.333333334,1282061182,-0.0024735398211824635,1282268330.3333333,78373,0.15012547143507038,1292526012,-0.005143752791684594,1292680615.6666667
2024-10,표준형_상해,12494076,0.06968024597530333,12359389.666666666,1375913633,-0.006569859039147065,1375960909.6666667,21001,-0.06608262551696535,1391581341,-0.006451235894277831,1391564359
2024-10,표준형_실손의료,3483085,0.29480018259842916,3546738.6666666665,284308986,0.2463620890432291,279603295.6666667,0,,288121859,0.24667116888072688,283458344
2024-10,표준형_운전자,7759327,0.03550308729460963,7894979.333333333,444930569,-0.007778712363168253,444290693.6666667,0,,453783621,-0.007117945675024704,453289035
2024-10,표준형_어린이,2815429,-0.2753037468938048,2632167.3333333335,387599358,-0.03264312255889858,388241989.6666667,0,-1,390569402,-0.03495068922063275,391038355
2024-10,표준형_치매간병,717667,0.024582838411987756,731533.3333333334,69272982,0.01159732460892173,69762629,0,,72155562,0.03093456851920258,74572581
2024-10,무저해지형_질병보험,26593891,0.7865085337470387,24710024.666666668,493265990,0.5561479231405014,474034215,0,,520171007,0.5658462227716803,499091621.3333333
2024-10,무저해지형_상해,8035092,0.05873814615557936,7973226.333333333,240262905,0.21503816233672407,234685241.66666666,0,,248954108,0.20829610423905018,243293898
2024-10,무저해지형_어린이,3421042,-0.05508215104965799,3622810.6666666665,224776109,0.007797175402024014,223086220.66666666,0,,228204758,0.006791443172927874,226716325.66666666
2024-10,무저해지형_치매간병,994823,0.3657815651209309,682152,34435775,-0.15289107329643364,34242316.666666664,0,,37432909,-0.1527179140671486,37656104
2024-11,원리금보장형장기손해보험합계,93979432,0.2223878501145212,84468241.66666667,5647309012,0.06164860375141656,5634707351.333333,340965,-0.8907625969901846,5775626197,0.06614766285232325,5755308109.333333
2024-11,개인보험,93561848,0.22441112432222932,84011484,5624349292,0.0619012303242616,5611569660.333333,340965,-0.8907625969901846,5752072541,0.06642883698848928,5731534723.666667
2024-11,보장성보험,93400028,0.22357283895485847,83821951.33333333,5596047716,0.0664381711890297,5581966457.666667,235049,-0.21513243131336068,5705567357,0.06843975511879123,5680748003
2024-11,저축성보험,161820,1.025281602002503,189532.66666666666,28301576,-0.4232552736852863,29603202.666666668,105916,-0.9624656917725815,46505184,-0.13362531687149082,50786720.666666664
2024-11,단체보험,417584,-0.10790186544525435,456757.6666666667,22959720,0.003185502359568265,23137691,0,,23553656,0.0016525765309637387,23773385.666666668
2024-11,표준형,45326792,-0.09586747084105855,42655915.666666664,4572424037,0.026668865228776668,4581098740.333333,235049,-0.21513243131336068,4630757637,0.025334666474556143,4635529422.333333
2024-11,무저해지환급형,48073236,0.8347901573779114,41166035.666666664,1023623679,0.28957446825987193,1000867717.3333334,0,,1074809720,0.30476868782362415,1045218580.6666666
2024-11,표준형_질병보험,10142443,-0.2013532620404399,9241618.333333334,1269809009,-0.004574137526992445,1277212698,141587,1.6155878223601567,1281903906,-0.006719691665159976,1288136594
2024-11,표준형_상해,13601461,0.07398834847810089,12704624.666666666,1368681460,-0.007847212101555645,1372615671.6666667,10000,1,1384936290,-0.007449226956330758,1388274575
2024-11,표준형_실손의료,3395992,0.11410005862489678,3404060,287436835,0.2453386641208517,283547851,0,,291216712,0.24347466046550015,287295317.3333333
2024-11,표준형_운전자,9091016,-0.2352565700859075,8098372.666666667,441065956,-0.009267571802080102,443208282,0,,451330519,-0.015116502966297742,452433191.3333333
2024-11,표준형_어린이,2339145,-0.14975521083418783,2540370.6666666665,384276203,-0.03243811471901519,386437480.6666667,29442,-0.24020645161290322,386804988,-0.03326540819106956,389139944
2024-11,표준형_치매간병,605922,-0.1990498397893468,803367,68510578,0.016792518476757032,69041775.33333333,0,,71801825,0.030293799463517557,72206359.33333333
2024-11,무저해지형_질병보험,31790841,1.2491152169525175,27222276,508597431,0.5601004096247443,491647468.6666667,0,,540581683,0.5883610262560861,519155582
2024-11,무저해지형_상해,10405419,0.45014004680955555,8637699.666666666,243598831,0.21041994012049658,239255773.33333334,0,,254551789,0.2177069204737536,248534806.33333334
2024-11,무저해지형_어린이,4076004,0.17069160922834956,3608094.3333333335,224009739,0.0025368091008590395,223768428,0,,228089068,0.005111206806161989,227383523
2024-11,무저해지형_치매간병,489206,-0.30180156393389745,680308.3333333334,35179616,-0.12769713571839278,34581093.666666664,0,,38037352,-0.1354113106756383,37512058.333333336
2024-12,원리금보장형장기손해보험합계,93247742,0.20000001029515554,89958427.66666667,4653514194,-0.1336861085535977,5318701811.333333,299364,-0.45893932849079416,4762965238,-0.128927591921257,5445011532.666667
2024-12,개인보험,92740115,0.2010186319277703,89502721,4631764406,-0.1340409262358214,5296048002,299364,-0.45893932849079416,4741050651,-0.12915521089718554,5421890252.333333
2024-12,보장성보험,92587540,0.20056283113281786,89310332,4614370980,-0.12648418745499782,5270887896.333333,177548,0.35746288056027037,4721001548,-0.12166895392572863,5375008750.333333
2024-12,저축성보험,152575,0.5605502710442876,192389,17393426,-0.7371934702766643,25160105.666666668,121816,-0.7116760592382905,20049103,-0.7103934028796793,46881502
2024-12,단체보험,507627,0.03900779623758364,455706.6666666667,21749788,-0.05086786869713392,22653809.333333332,0,,21914587,-0.07671888144838594,23121280.333333332
2024-12,표준형,44010407,-0.07799118910466754,43776513.333333336,3858741935,-0.13711043096593767,4342992957,177548,0.35746288056027037,3914021295,-0.13629956272397753,4398625314
2024-12,무저해지환급형,48577133,0.6530178475892929,45533818.666666664,755629045,-0.06786490527274763,927894939.3333334,0,,806980253,-0.04304575527684361,976383436.3333334
2024-12,표준형_질병보험,9062269,-0.34324521446371425,9368524.333333334,1208201273,-0.0543126016370727,1253357154.6666667,106057,2.45563846078655,1219223153,-0.05747370586143103,1264551023.6666667
2024-12,표준형_상해,13463884,0.11111749310455868,13186473.666666666,818621766,-0.40789430437782853,1187738953,9000,-0.6176558052593568,834500780,-0.40287251083640657,1203672803.6666667
2024-12,표준형_실손의료,3638131,-0.004864990096875832,3505736,269826323,0.14258982796465122,280524048,0,,274025334,0.13994009902359802,284454635
2024-12,표준형_운전자,9263952,0.11689465027115338,8704765,411462403,-0.08104966840360278,432486309.3333333,0,,421871837,-0.07794003621898364,442328659
2024-12,표준형_어린이,3323195,0.13405922970398798,2825923,363835214,-0.0820655704699072,378570258.3333333,3807,-0.7791635245663902,367358241,-0.08059700994230125,381577543.6666667
2024-12,표준형_치매간병,-793583,-2.029218446438252,176668.66666666666,57623147,-0.13382831695197814,65135569,0,,58833694,-0.143030552735059,67597027
2024-12,무저해지형_질병보험,31811685,0.9230775275961517,30065472.333333332,393505915,0.17043216149562837,465123112,0,,425585350,0.20547869612136965,495446013.3333333
2024-12,무저해지형_상해,9343921,0.2631040720581011,9261477.333333334,145528002,-0.29065002233437565,209796579.33333334,0,,155303426,-0.27116002104024967,219603107.66666666
2024-12,무저해지형_어린이,4977169,0.26437655548981687,4158071.6666666665,167950122,-0.2535017929878281,205578656.66666666,0,,172929933,-0.2446043255974592,209741253
2024-12,무저해지형_치매간병,1179200,0.7291539580498334,887743,35233164,-0.13869801560202671,34949518.333333336,0,,38484544,-0.12553258559594563,37984935
2025-01,원리금보장형장기손해보험합계,70996813,-0.10446292142303344,86074662.33333333,5671916519,0.05320465941591,5324246575,13528339,47.899142623744844,5803136662,0.05122521368703001,5447242699
2025-01,개인보험,70446399,-0.10429205391168535,85582787.33333333,5649515021,0.05345982882579539,5301876239.666667,13528339,47.899142623744844,5780002677,0.051491529638227757,5424375289.666667
2025-01,보장성보험,70334486,-0.09241476304535726,85440684.66666667,5623436979,0.05751737178770183,5277951891.666667,104238,-0.46995291317922483,5735567586,0.052712975548984874,5387378830.333333
2025-01,저축성보험,111913,-0.9029006682503848,142102.66666666666,26078042,-0.4235120065954471,23924348,13424101,166.8012625,44435091,-0.08547382649357244,36996459.333333336
